"","STATE","RACE","date","COVID_IMPUTED","NOCOVID_IMPUTED"
"1332","NJ","White alone","2020-04-18",7095.67316291537,3953554.32608198
"1333","NM","Any other race alone or in combination","2020-04-18",328.612819479769,157126.420683931
"1334","NM","Black alone","2020-04-18",17.6715459083033,31256.3294454472
"1335","NM","Hispanic","2020-04-18",88.9054453066583,745537.077003813
"1336","NM","White alone","2020-04-18",58.2426168697219,659367.739335581
"1337","NV","Any other race alone or in combination","2020-04-18",94.3871410554771,97775.6140840541
"1338","NV","Black alone","2020-04-18",86.7309229527692,213671.269767251
"1339","NV","Hispanic","2020-04-18",336.458099106128,615180.548479269
"1340","NV","White alone","2020-04-18",261.365382404087,1243998.62574458
"1341","NY","Any other race alone or in combination","2020-04-18",1371.88454950742,253920.115869325
"1342","NY","Black alone","2020-04-18",2871.44913705507,2207320.55096779
"1343","NY","Hispanic","2020-04-18",4708.0176385129,2739489.9831335
"1344","NY","White alone","2020-04-18",9296.32070350754,8815265.67849726
"1345","OH","Any other race alone or in combination","2020-04-18",180.505422311221,150446.518497333
"1346","OH","Black alone","2020-04-18",522.248847754164,1091520.8116082
"1347","OH","Hispanic","2020-04-18",113.045878738233,303180.963081099
"1348","OH","White alone","2020-04-18",1422.96513884439,7340165.93032205
"1349","OK","Any other race alone or in combination","2020-04-18",97.774279567625,376023.225741736
"1350","OK","Black alone","2020-04-18",36.9755707049958,218808.024434641
"1351","OK","Hispanic","2020-04-18",51.0369146556345,269923.963151416
"1352","OK","White alone","2020-04-18",315.212868008377,2067781.78680729
"1353","OR","Any other race alone or in combination","2020-04-18",57.2700918513427,136315.822559622
"1354","OR","Black alone","2020-04-18",32.64649,61962.4853389152
"1355","OR","Hispanic","2020-04-18",71.1742875624552,373293.042225961
"1356","OR","White alone","2020-04-18",131.874058237847,2616093.36311815
"1357","PA","Any other race alone or in combination","2020-04-18",512.843069372883,130568.157445352
"1358","PA","Black alone","2020-04-18",1232.84349129381,1048832.15715085
"1359","PA","Hispanic","2020-04-18",2680.67185516979,661076.332092421
"1360","PA","White alone","2020-04-18",4006.57801618125,7948534.41691846
"1361","RI","Any other race alone or in combination","2020-04-18",1.22356054960471e-05,16898.99998797
"1362","RI","Black alone","2020-04-18",1e-05,49413.9999929345
"1363","RI","Hispanic","2020-04-18",1e-05,118414.999997032
"1364","RI","White alone","2020-04-18",1e-05,639672.000027988
"1365","SC","Any other race alone or in combination","2020-04-18",65.70728536393,62711.3016075558
"1366","SC","Black alone","2020-04-18",306.554975608497,1034446.473352
"1367","SC","Hispanic","2020-04-18",44.6315719140467,197747.37088239
"1368","SC","White alone","2020-04-18",226.869066791464,2669865.08443924
"1369","SD","Any other race alone or in combination","2020-04-18",53.8233932325934,55574.1764883143
"1370","SD","Black alone","2020-04-18",132.167421643124,12928.8331897028
"1371","SD","Hispanic","2020-04-18",186.129984413995,21663.8708575984
"1372","SD","White alone","2020-04-18",301.829352825267,566626.169100149
"1373","TN","Any other race alone or in combination","2020-04-18",122.85723432664,82562.1427728213
"1374","TN","Black alone","2020-04-18",463.486588075402,855694.51343417
"1375","TN","Hispanic","2020-04-18",297.763461829535,237275.23656248
"1376","TN","White alone","2020-04-18",635.366640109217,4040409.63329845
"1377","TX","Any other race alone or in combination","2020-04-18",312.419281125514,334823.693999168
"1378","TX","Black alone","2020-04-18",253.791848410833,2626035.22113244
"1379","TX","Hispanic","2020-04-18",672.990454099935,7864659.0083914
"1380","TX","White alone","2020-04-18",400.663184305496,9632321.14069082
"1381","UT","Any other race alone or in combination","2020-04-18",84.3465295233575,78455.6534718248
"1382","UT","Black alone","2020-04-18",30.3655002889548,26139.634500966
"1383","UT","Hispanic","2020-04-18",379.025960634558,293852.974055721
"1384","UT","White alone","2020-04-18",309.45098723193,1810356.54899267
"1385","VA","Any other race alone or in combination","2020-04-18",238.461670411258,148345.53835274
"1386","VA","Black alone","2020-04-18",717.812263647269,1262149.18775765
"1387","VA","Hispanic","2020-04-18",1442.77049324196,563823.229844643
"1388","VA","White alone","2020-04-18",928.320471801781,4238964.6791659
"1389","VT","Any other race alone or in combination","2020-04-18",6.6968439719973,9032.30960195363
"1390","VT","Black alone","2020-04-18",5.02849,5985.99340233207
"1391","VT","Hispanic","2020-04-18",5.02849,9448.00603688946
"1392","VT","White alone","2020-04-18",24.0673205666562,476053.651536859
"1393","WA","Any other race alone or in combination","2020-04-18",227.87679188174,295597.123211063
"1394","WA","Black alone","2020-04-18",134.639532679528,229940.360470574
"1395","WA","Hispanic","2020-04-18",616.239728198471,632911.760291539
"1396","WA","White alone","2020-04-18",498.148214518724,4211980.85175868
"1397","WI","Any other race alone or in combination","2020-04-18",93.9167547699159,89916.0832538949
"1398","WI","Black alone","2020-04-18",200.431162594579,260436.568859938
"1399","WI","Hispanic","2020-04-18",513.632809920679,259036.367268097
"1400","WI","White alone","2020-04-18",430.518403894208,3819025.48148267
"1401","WV","Any other race alone or in combination","2020-04-18",20.246638725644,19681.756016722
"1402","WV","Black alone","2020-04-18",14.16466,49749.8714285473
"1403","WV","Hispanic","2020-04-18",14.16466,21096.8506679644
"1404","WV","White alone","2020-04-18",136.377384880369,1329972.85989265
"1405","WY","Any other race alone or in combination","2020-04-18",7.20878002576197,14571.7923782167
"1406","WY","Black alone","2020-04-18",5.15037231500128,4984.85086332213
"1407","WY","Hispanic","2020-04-18",10.0563134168945,38569.9454191494
"1408","WY","White alone","2020-04-18",13.896338364316,381755.098309699
"1409","AK","Any other race alone or in combination","2020-04-25",10.2793454219026,108585.232217107
"1410","AK","Black alone","2020-04-25",5.24134,18705.3917629141
"1411","AK","Hispanic","2020-04-25",5.24134,35346.9528949075
"1412","AK","White alone","2020-04-25",5.24134,352211.651541558
"1413","AL","Any other race alone or in combination","2020-04-25",88.2246198453808,66625.775381001
"1414","AL","Black alone","2020-04-25",563.490753550594,983646.509250815
"1415","AL","Hispanic","2020-04-25",134.462022674374,133905.537979089
"1416","AL","White alone","2020-04-25",535.523219778926,2572966.47677265
"1417","AR","Any other race alone or in combination","2020-04-25",68.2602753526368,56765.7397252052
"1418","AR","Black alone","2020-04-25",330.929329720995,341209.070675043
"1419","AR","Hispanic","2020-04-25",49.7156534610068,147879.284346446
"1420","AR","White alone","2020-04-25",388.477786979273,1733435.52220745
"1421","AZ","Any other race alone or in combination","2020-04-25",322.988184309046,303993.932847412
"1422","AZ","Black alone","2020-04-25",64.6083235088952,244426.39164526
"1423","AZ","Hispanic","2020-04-25",739.926383541334,1580437.95134883
"1424","AZ","White alone","2020-04-25",342.661123577347,3305523.53966804
"1425","CA","Any other race alone or in combination","2020-04-25",1028.70168707729,920062.298329583
"1426","CA","Black alone","2020-04-25",523.085531447097,1769687.91446574
"1427","CA","Hispanic","2020-04-25",6305.76336744706,10941021.2367424
"1428","CA","White alone","2020-04-25",1685.38523386741,12140903.614668
"1429","CO","Any other race alone or in combination","2020-04-25",190.471917382028,114361.528085831
"1430","CO","Black alone","2020-04-25",220.308061034923,178358.691946074
"1431","CO","Hispanic","2020-04-25",1318.98714341725,859440.012907711
"1432","CO","White alone","2020-04-25",1061.81263085009,3190828.18730762
"1433","CT","Any other race alone or in combination","2020-04-25",86.8215823073362,42061.1784186419
"1434","CT","Black alone","2020-04-25",278.477561708937,285187.522441242
"1435","CT","Hispanic","2020-04-25",365.630591922995,416529.369411261
"1436","CT","White alone","2020-04-25",956.641830960808,1957337.35816313
"1437","DC","Any other race alone or in combination","2020-04-25",38.6861531444182,12470.3138473969
"1438","DC","Black alone","2020-04-25",389.476893636991,245634.523114674
"1439","DC","Hispanic","2020-04-25",229.669577766443,57392.3304399414
"1440","DC","White alone","2020-04-25",93.2812276987715,233916.718748653
"1441","DE","Any other race alone or in combination","2020-04-25",102.799203671441,14599.2090163263
"1442","DE","Black alone","2020-04-25",58.066707146279,162818.900415615
"1443","DE","Hispanic","2020-04-25",1019.53437253504,58782.6094415598
"1444","DE","White alone","2020-04-25",58.0800510281263,501715.799798793
"1445","FL","Any other race alone or in combination","2020-04-25",310.97293506557,259921.065232865
"1446","FL","Black alone","2020-04-25",935.207470370268,2492194.86901445
"1447","FL","Hispanic","2020-04-25",1380.35507392324,4304775.72792793
"1448","FL","White alone","2020-04-25",1189.40335968618,9687011.38289714
"1449","GA","Any other race alone or in combination","2020-04-25",352.250871681387,129056.749391784
"1450","GA","Black alone","2020-04-25",1211.69693293312,2518125.30332812
"1451","GA","Hispanic","2020-04-25",417.407639511204,672685.592531934
"1452","GA","White alone","2020-04-25",954.801906363272,4435757.19727327
"1453","HI","Any other race alone or in combination","2020-04-25",38.4612764065775,289442.605160881
"1454","HI","Black alone","2020-04-25",9.30345,22203.9860962167
"1455","HI","Hispanic","2020-04-25",9.30345,95398.9249234763
"1456","HI","White alone","2020-04-25",9.30345,263358.085419339
"1457","IA","Any other race alone or in combination","2020-04-25",218.609564787231,35487.3904952682
"1458","IA","Black alone","2020-04-25",583.562267804257,82294.4389099273
"1459","IA","Hispanic","2020-04-25",1159.4371616991,121484.565405133
"1460","IA","White alone","2020-04-25",2302.99981456894,2120972.99513489
"1461","ID","Any other race alone or in combination","2020-04-25",25.4431960963617,38271.556805708
"1462","ID","Black alone","2020-04-25",16.1678650932086,9419.83213677696
"1463","ID","Hispanic","2020-04-25",37.7006377510677,146790.299365025
"1464","ID","White alone","2020-04-25",49.6986120503506,1123600.3013798
"1465","IL","Any other race alone or in combination","2020-04-25",587.197979540542,130308.802258737
"1466","IL","Black alone","2020-04-25",2818.54553673644,1353939.45552919
"1467","IL","Hispanic","2020-04-25",8212.40085065344,1510880.608759
"1468","IL","White alone","2020-04-25",3741.89523345538,6257222.09426531
"1469","IN","Any other race alone or in combination","2020-04-25",210.783305430306,77993.216719341
"1470","IN","Black alone","2020-04-25",534.26287016631,468570.737181114
"1471","IN","Hispanic","2020-04-25",1111.14693060355,308727.853351142
"1472","IN","White alone","2020-04-25",2162.0718425702,4173226.92776614
"1473","KS","Any other race alone or in combination","2020-04-25",92.8234352528965,60320.1765768969
"1474","KS","Black alone","2020-04-25",82.5330109243158,124022.466994893
"1475","KS","Hispanic","2020-04-25",736.917737544851,224530.082656187
"1476","KS","White alone","2020-04-25",324.485763401877,1731961.51377772
"1477","KY","Any other race alone or in combination","2020-04-25",81.3539091329399,50857.659314816
"1478","KY","Black alone","2020-04-25",114.848062637504,274981.16258678
"1479","KY","Hispanic","2020-04-25",129.01779680677,108944.011496536
"1480","KY","White alone","2020-04-25",627.597345334402,2976686.33310159
"1481","LA","Any other race alone or in combination","2020-04-25",179.275156217187,60666.7248755182
"1482","LA","Black alone","2020-04-25",947.730725719093,1106175.26937419
"1483","LA","Hispanic","2020-04-25",128.408730947246,166961.591280112
"1484","LA","White alone","2020-04-25",527.756415010661,2160919.24341663
"1485","MA","Any other race alone or in combination","2020-04-25",466.094789319243,84956.9052401348
"1486","MA","Black alone","2020-04-25",2013.80144816398,383597.199066419
"1487","MA","Hispanic","2020-04-25",3307.09456246396,591657.906321085
"1488","MA","White alone","2020-04-25",6497.22395984112,4073624.77484944
"1489","MD","Any other race alone or in combination","2020-04-25",275.199104463446,93728.8009185434
"1490","MD","Black alone","2020-04-25",1591.34254059795,1400134.65753468
"1491","MD","Hispanic","2020-04-25",1050.10555613286,422785.89459971
"1492","MD","White alone","2020-04-25",1328.39046803135,2472639.60931858
"1493","ME","Any other race alone or in combination","2020-04-25",16.9067265812526,20391.096739601
"1494","ME","Black alone","2020-04-25",12.7788365884003,14259.2243939636
"1495","ME","Hispanic","2020-04-25",12.7763727609314,16449.2267858724
"1496","ME","White alone","2020-04-25",70.6021494327986,1030448.38475634
"1497","MI","Any other race alone or in combination","2020-04-25",233.153580563545,170455.846421448
"1498","MI","Black alone","2020-04-25",607.835938436093,1031551.16406549
"1499","MI","Hispanic","2020-04-25",422.520046491674,345498.479959283
"1500","MI","White alone","2020-04-25",1817.73384725296,6031339.26614029
"1501","MN","Any other race alone or in combination","2020-04-25",156.825537187235,107539.174476214
"1502","MN","Black alone","2020-04-25",706.222192435572,249991.77801235
"1503","MN","Hispanic","2020-04-25",621.435194202549,196926.564991302
"1504","MN","White alone","2020-04-25",1088.12965319616,3569597.86992944
"1505","MO","Any other race alone or in combination","2020-04-25",111.278002568837,97566.7220018502
"1506","MO","Black alone","2020-04-25",417.59372202894,527476.406300132
"1507","MO","Hispanic","2020-04-25",135.929763969466,172866.070243222
"1508","MO","White alone","2020-04-25",480.397049486836,3864603.60291397
"1509","MS","Any other race alone or in combination","2020-04-25",55.224264077352,29320.7757361105
"1510","MS","Black alone","2020-04-25",726.255333359858,822893.744668611
"1511","MS","Hispanic","2020-04-25",90.9237657699399,65001.0762346731
"1512","MS","White alone","2020-04-25",487.316868454015,1333349.68312884
"1513","MT","Any other race alone or in combination","2020-04-25",11.7240822586843,59744.0691375243
"1514","MT","Black alone","2020-04-25",8.23968,4255.93853513246
"1515","MT","Hispanic","2020-04-25",8.23968,28025.931771945
"1516","MT","White alone","2020-04-25",8.23968,740324.696286572
"1517","NC","Any other race alone or in combination","2020-04-25",189.615734223805,202332.38426738
"1518","NC","Black alone","2020-04-25",757.428576728546,1721710.57142792
"1519","NC","Hispanic","2020-04-25",642.471858250275,636319.528150481
"1520","NC","White alone","2020-04-25",805.426443682091,5377082.57354067
"1521","NE","Any other race alone or in combination","2020-04-25",84.2022746006931,30222.7978405909
"1522","NE","Black alone","2020-04-25",106.610071554462,66326.3901868415
"1523","NE","Hispanic","2020-04-25",1026.53401526645,132545.473225803
"1524","NE","White alone","2020-04-25",320.872952576198,1189127.11853236
"1525","NH","Any other race alone or in combination","2020-04-25",23.4868292351915,15261.5154888627
"1526","NH","Black alone","2020-04-25",26.9290864847834,14917.0750214346
"1527","NH","Hispanic","2020-04-25",35.7124425819728,37583.291812543
"1528","NH","White alone","2020-04-25",296.731546782091,1004928.25740073
"1529","NJ","Any other race alone or in combination","2020-04-25",474.164539106207,89117.8354709922
"1530","NJ","Black alone","2020-04-25",2578.97621388323,886981.023867798
"1531","NJ","Hispanic","2020-04-25",4359.37649188032,1314117.62368286
"1532","NJ","White alone","2020-04-25",5843.67832075188,3954806.32147918
"1533","NM","Any other race alone or in combination","2020-04-25",360.694255183886,157094.334048801
"1534","NM","Black alone","2020-04-25",17.2774442782819,31256.7231281964
"1535","NM","Hispanic","2020-04-25",125.562862032114,745500.423099075
"1536","NM","White alone","2020-04-25",79.014384496743,659346.970102459
"1537","NV","Any other race alone or in combination","2020-04-25",88.2863444104557,97781.7147649176
"1538","NV","Black alone","2020-04-25",81.4964826440946,213676.504289447
"1539","NV","Hispanic","2020-04-25",288.700032282375,615228.304825313
"1540","NV","White alone","2020-04-25",226.276574821965,1244033.71582265
"1541","NY","Any other race alone or in combination","2020-04-25",1400.57192926942,253891.428606015
"1542","NY","Black alone","2020-04-25",2713.15918092297,2207478.84089554
"1543","NY","Hispanic","2020-04-25",3849.37264454697,2740348.62777483
"1544","NY","White alone","2020-04-25",9635.72860063087,8814926.27089675
"1545","OH","Any other race alone or in combination","2020-04-25",206.902051115535,150420.124362403
"1546","OH","Black alone","2020-04-25",724.28282779168,1091318.81350323
"1547","OH","Hispanic","2020-04-25",239.935617660677,303054.100782717
"1548","OH","White alone","2020-04-25",1583.32696916234,7340005.50330128
"1549","OK","Any other race alone or in combination","2020-04-25",95.803355561682,376025.1964946
"1550","OK","Black alone","2020-04-25",48.4067137841986,218796.593396272
"1551","OK","Hispanic","2020-04-25",97.7153723429186,269877.285307885
"1552","OK","White alone","2020-04-25",320.460136118218,2067776.53894115
"1553","OR","Any other race alone or in combination","2020-04-25",59.5647428141356,136313.438611272
"1554","OR","Black alone","2020-04-25",33.6849212490517,61961.31816005
"1555","OR","Hispanic","2020-04-25",101.364017360124,373263.643222418
"1556","OR","White alone","2020-04-25",116.129017169113,2616106.85546769
"1557","PA","Any other race alone or in combination","2020-04-25",503.512311757171,130577.488094117
"1558","PA","Black alone","2020-04-25",1057.51923683779,1049007.48107962
"1559","PA","Hispanic","2020-04-25",2282.05352686928,661474.949016782
"1560","PA","White alone","2020-04-25",4111.52158068253,7948429.47515516
"1561","RI","Any other race alone or in combination","2020-04-25",1.22356054960471e-05,16898.99998797
"1562","RI","Black alone","2020-04-25",1e-05,49413.9999929345
"1563","RI","Hispanic","2020-04-25",1e-05,118414.999997032
"1564","RI","White alone","2020-04-25",1e-05,639672.000027988
"1565","SC","Any other race alone or in combination","2020-04-25",84.3972248499827,62692.6027770298
"1566","SC","Black alone","2020-04-25",487.88040492409,1034265.11960323
"1567","SC","Hispanic","2020-04-25",72.134934170173,197719.865066555
"1568","SC","White alone","2020-04-25",420.834540148307,2669671.16544784
"1569","SD","Any other race alone or in combination","2020-04-25",69.7571242803408,55558.2428846143
"1570","SD","Black alone","2020-04-25",68.143908872317,12992.856126547
"1571","SD","Hispanic","2020-04-25",107.551228423113,21742.4488268854
"1572","SD","White alone","2020-04-25",267.182090408386,566660.817800779
"1573","TN","Any other race alone or in combination","2020-04-25",143.867436151354,82541.1325704854
"1574","TN","Black alone","2020-04-25",717.187832415754,855440.812201667
"1575","TN","Hispanic","2020-04-25",359.684631629092,237213.315392941
"1576","TN","White alone","2020-04-25",937.506603250239,4040107.4933274
"1577","TX","Any other race alone or in combination","2020-04-25",292.544160870889,334843.565650223
"1578","TX","Black alone","2020-04-25",240.062809434216,2626048.95662077
"1579","TX","Hispanic","2020-04-25",539.336030320137,7864792.63770965
"1580","TX","White alone","2020-04-25",357.336195909264,9632364.48909006
"1581","UT","Any other race alone or in combination","2020-04-25",94.0947474365169,78445.9052547795
"1582","UT","Black alone","2020-04-25",29.9048872848588,26140.0951142465
"1583","UT","Hispanic","2020-04-25",412.555748237675,293819.444274767
"1584","UT","White alone","2020-04-25",297.496650175529,1810368.50332147
"1585","VA","Any other race alone or in combination","2020-04-25",286.788607322693,148297.211441128
"1586","VA","Black alone","2020-04-25",912.877641286967,1261954.12239794
"1587","VA","Hispanic","2020-04-25",2072.76077758945,563193.240273716
"1588","VA","White alone","2020-04-25",1143.57197393579,4238749.42696428
"1589","VT","Any other race alone or in combination","2020-04-25",6.18729736090424,9032.8265472424
"1590","VT","Black alone","2020-04-25",5.02849,5986.01876566425
"1591","VT","Hispanic","2020-04-25",5.02849,9448.04605676766
"1592","VT","White alone","2020-04-25",8.19205483958877,476071.292943984
"1593","WA","Any other race alone or in combination","2020-04-25",221.919889798278,295603.080112904
"1594","WA","Black alone","2020-04-25",121.925439095422,229953.074563514
"1595","WA","Hispanic","2020-04-25",604.604383489331,632923.395634721
"1596","WA","White alone","2020-04-25",468.732768064319,4212010.26720737
"1597","WI","Any other race alone or in combination","2020-04-25",103.783319757313,89906.2166971004
"1598","WI","Black alone","2020-04-25",320.701292040841,260316.298790332
"1599","WI","Hispanic","2020-04-25",701.230833672688,258848.769387548
"1600","WI","White alone","2020-04-25",495.106494451591,3818960.89318009
"1601","WV","Any other race alone or in combination","2020-04-25",19.1385217879169,19682.8672375085
"1602","WV","Black alone","2020-04-25",14.16466,49749.9184767238
"1603","WV","Hispanic","2020-04-25",14.16466,21096.8706360685
"1604","WV","White alone","2020-04-25",93.3166079995468,1330016.42366191
"1605","WY","Any other race alone or in combination","2020-04-25",28.2709401585044,14550.7290691051
"1606","WY","Black alone","2020-04-25",5.76085518155421,4984.23914674507
"1607","WY","Hispanic","2020-04-25",10.3863689471456,38569.6136325728
"1608","WY","White alone","2020-04-25",27.0746361311604,381741.925349261
"1609","AK","Any other race alone or in combination","2020-05-02",10.2793454219026,108584.821727605
"1610","AK","Black alone","2020-05-02",5.24134,18705.2885030141
"1611","AK","Hispanic","2020-05-02",5.24134,35346.7576042595
"1612","AK","White alone","2020-05-02",5.24134,352209.707798545
"1613","AL","Any other race alone or in combination","2020-05-02",89.861160963467,66624.1388399452
"1614","AL","Black alone","2020-05-02",641.926149494983,983568.0738565
"1615","AL","Hispanic","2020-05-02",162.882614406653,133877.117388132
"1616","AL","White alone","2020-05-02",551.799699088029,2572950.20029087
"1617","AR","Any other race alone or in combination","2020-05-02",48.1233393430907,56785.8784634358
"1618","AR","Black alone","2020-05-02",177.206780404552,341362.802519679
"1619","AR","Hispanic","2020-05-02",38.4582233673057,147890.542598069
"1620","AR","White alone","2020-05-02",176.881155975309,1733647.10553834
"1621","AZ","Any other race alone or in combination","2020-05-02",540.145862042238,303776.854360947
"1622","AZ","Black alone","2020-05-02",408.294086290439,244082.706127297
"1623","AZ","Hispanic","2020-05-02",408.872129346481,1580769.12775465
"1624","AZ","White alone","2020-05-02",408.926478395427,3305457.07297986
"1625","CA","Any other race alone or in combination","2020-05-02",1069.23033429791,920021.769681335
"1626","CA","Black alone","2020-05-02",527.835571065699,1769683.164424
"1627","CA","Hispanic","2020-05-02",7154.78190363396,10940172.2182215
"1628","CA","White alone","2020-05-02",1926.33573035454,12140662.664168
"1629","CO","Any other race alone or in combination","2020-05-02",167.602837443413,114384.397166479
"1630","CO","Black alone","2020-05-02",147.544993815686,178431.455010339
"1631","CO","Hispanic","2020-05-02",1277.32926506599,859481.670800739
"1632","CO","White alone","2020-05-02",826.313376358738,3191063.68655148
"1633","CT","Any other race alone or in combination","2020-05-02",75.4734067114002,42072.5318291521
"1634","CT","Black alone","2020-05-02",204.896807276169,285261.113902445
"1635","CT","Hispanic","2020-05-02",262.450923595366,416632.559040894
"1636","CT","White alone","2020-05-02",789.25350664159,1957504.72484875
"1637","DC","Any other race alone or in combination","2020-05-02",38.6224444586661,12470.3775563817
"1638","DC","Black alone","2020-05-02",354.48976623602,245669.51024078
"1639","DC","Hispanic","2020-05-02",266.890558978102,57355.1094755169
"1640","DC","White alone","2020-05-02",84.3686530273034,233925.631308475
"1641","DE","Any other race alone or in combination","2020-05-02",90.0371054340401,14611.9661962127
"1642","DE","Black alone","2020-05-02",59.1006182334552,162817.891784391
"1643","DE","Hispanic","2020-05-02",628.326228323903,59173.7074608821
"1644","DE","White alone","2020-05-02",59.1147501081873,501714.854450916
"1645","FL","Any other race alone or in combination","2020-05-02",301.518596692997,259930.520812064
"1646","FL","Black alone","2020-05-02",784.623350320996,2492345.43191942
"1647","FL","Hispanic","2020-05-02",1403.6068919056,4304752.49909776
"1648","FL","White alone","2020-05-02",1056.28955203662,9687144.49178166
"1649","GA","Any other race alone or in combination","2020-05-02",307.427892775529,129101.572257229
"1650","GA","Black alone","2020-05-02",949.173315121562,2518387.82674055
"1651","GA","Hispanic","2020-05-02",356.468652125547,672746.531436416
"1652","GA","White alone","2020-05-02",1029.67498715131,4435682.32465125
"1653","HI","Any other race alone or in combination","2020-05-02",34.1936087929397,289446.901596884
"1654","HI","Black alone","2020-05-02",9.30345,22204.2347046459
"1655","HI","Hispanic","2020-05-02",9.30345,95399.9945595382
"1656","HI","White alone","2020-05-02",9.30345,263361.038284817
"1657","IA","Any other race alone or in combination","2020-05-02",214.672192798286,35491.3278591515
"1658","IA","Black alone","2020-05-02",552.068394287522,82325.932343373
"1659","IA","Hispanic","2020-05-02",1075.13457828978,121568.86700728
"1660","IA","White alone","2020-05-02",2699.25120127687,2120576.74580056
"1661","ID","Any other race alone or in combination","2020-05-02",27.0024248297711,38269.9975773463
"1662","ID","Black alone","2020-05-02",17.2049284755103,9418.79507377879
"1663","ID","Hispanic","2020-05-02",35.1341912434174,146792.865811437
"1664","ID","White alone","2020-05-02",55.8346777870852,1123594.16531305
"1665","IL","Any other race alone or in combination","2020-05-02",589.217606157629,130306.78266972
"1666","IL","Black alone","2020-05-02",2625.47021889434,1354132.53061301
"1667","IL","Hispanic","2020-05-02",8637.97343478538,1510455.03865346
"1668","IL","White alone","2020-05-02",3685.23094486334,6257278.75638826
"1669","IN","Any other race alone or in combination","2020-05-02",211.144697177665,77992.8553247192
"1670","IN","Black alone","2020-05-02",582.641384391714,468522.358673605
"1671","IN","Hispanic","2020-05-02",865.96337113809,308973.036784636
"1672","IN","White alone","2020-05-02",2058.8000154437,4173330.19973728
"1673","KS","Any other race alone or in combination","2020-05-02",115.423564550949,60297.5764477289
"1674","KS","Black alone","2020-05-02",157.248939094241,123947.751107685
"1675","KS","Hispanic","2020-05-02",715.897215995337,224551.103161782
"1676","KS","White alone","2020-05-02",406.868378793889,1731879.13105768
"1677","KY","Any other race alone or in combination","2020-05-02",88.1559268650718,50850.8440865121
"1678","KY","Black alone","2020-05-02",107.724354017095,274988.275652952
"1679","KY","Hispanic","2020-05-02",176.127773615721,108896.872263727
"1680","KY","White alone","2020-05-02",608.943538550537,2976705.05639253
"1681","LA","Any other race alone or in combination","2020-05-02",169.818761824048,60676.1812686819
"1682","LA","Black alone","2020-05-02",800.101398170945,1106322.89867515
"1683","LA","Hispanic","2020-05-02",167.38810892917,166922.611914924
"1684","LA","White alone","2020-05-02",483.12348669233,2160963.87636064
"1685","MA","Any other race alone or in combination","2020-05-02",423.803062263782,84999.1969589586
"1686","MA","Black alone","2020-05-02",1675.55722984908,383935.443056626
"1687","MA","Hispanic","2020-05-02",2946.14204023363,592018.858516071
"1688","MA","White alone","2020-05-02",5898.67900585889,4074223.32027863
"1689","MD","Any other race alone or in combination","2020-05-02",283.963977399378,93720.0360638979
"1690","MD","Black alone","2020-05-02",1487.34431041931,1400238.65575963
"1691","MD","Hispanic","2020-05-02",1315.83522355563,422520.165155832
"1692","MD","White alone","2020-05-02",1297.99907221477,2472670.00050257
"1693","ME","Any other race alone or in combination","2020-05-02",17.9883457752711,20390.0116587785
"1694","ME","Black alone","2020-05-02",40.2575989967534,14231.7424152942
"1695","ME","Hispanic","2020-05-02",13.1574054239873,16448.8425986527
"1696","ME","White alone","2020-05-02",66.4385227052245,1030452.56145017
"1697","MI","Any other race alone or in combination","2020-05-02",202.739549470338,170486.268400211
"1698","MI","Black alone","2020-05-02",596.912989089508,1031562.10857273
"1699","MI","Hispanic","2020-05-02",455.074043736902,345465.957399419
"1700","MI","White alone","2020-05-02",1514.38235234194,6031642.55616537
"1701","MN","Any other race alone or in combination","2020-05-02",200.277227327048,107495.722814583
"1702","MN","Black alone","2020-05-02",1182.5758818276,249515.425228659
"1703","MN","Hispanic","2020-05-02",706.888767020522,196841.111851032
"1704","MN","White alone","2020-05-02",1403.57425910534,3569282.42391947
"1705","MO","Any other race alone or in combination","2020-05-02",124.674216403477,97553.3257925591
"1706","MO","Black alone","2020-05-02",550.526698826888,527343.473359201
"1707","MO","Hispanic","2020-05-02",217.037228642185,172784.962795739
"1708","MO","White alone","2020-05-02",467.793130833786,3864616.20677205
"1709","MS","Any other race alone or in combination","2020-05-02",58.2707374733579,29317.7292629215
"1710","MS","Black alone","2020-05-02",858.192289025084,822761.807716609
"1711","MS","Hispanic","2020-05-02",118.817864285768,64973.1821370897
"1712","MS","White alone","2020-05-02",472.441210744212,1333364.55878165
"1713","MT","Any other race alone or in combination","2020-05-02",11.7240822586843,59744.3145567891
"1714","MT","Black alone","2020-05-02",8.23968,4255.96292138748
"1715","MT","Hispanic","2020-05-02",8.23968,28026.0920962797
"1716","MT","White alone","2020-05-02",8.23968,740328.930169386
"1717","NC","Any other race alone or in combination","2020-05-02",192.720743156628,202329.279262342
"1718","NC","Black alone","2020-05-02",585.747930347178,1721882.25207449
"1719","NC","Hispanic","2020-05-02",890.421908049295,636071.578136162
"1720","NC","White alone","2020-05-02",683.00484438183,5377204.99509859
"1721","NE","Any other race alone or in combination","2020-05-02",97.1509274980131,30209.8491843136
"1722","NE","Black alone","2020-05-02",133.331947130458,66299.6684763907
"1723","NE","Hispanic","2020-05-02",1262.12767989791,132309.884125022
"1724","NE","White alone","2020-05-02",463.687463072799,1188984.29892429
"1725","NH","Any other race alone or in combination","2020-05-02",27.148898691397,15257.8533400284
"1726","NH","Black alone","2020-05-02",26.7949510718269,14917.2085454479
