usa_or_hhsregion,week_ending,variant,share,share_hi,share_lo,nchs_or_count_flag,modeltype,time_interval,published_date
USA,03/12/2022 12:00:00 AM,BA.1.1,0.667344808578491,0.707118272781372,0.6250960230827332,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,BA.2,0.222754389047623,0.259702116250992,0.1896286308765411,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,B.1.617.2,0.000000221992281,0.000000400966968,1.198927179757447e-07,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,B.1.1.529,0.109900563955307,0.128419026732445,0.09371954202651978,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,Other,0.000000038093106,0.000000095565952,1.381748937490102e-08,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,BA.1.1,0.572915136814117,0.626457750797272,0.5176573395729065,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,BA.2,0.348540216684341,0.404425263404846,0.2964272797107697,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,B.1.617.2,0.00000004871616,0.000000093013938,2.470071969185028e-08,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,B.1.1.529,0.078544601798058,0.093201793730259,0.06598209589719772,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,Other,0.000000009986514,0.000000026724381,3.321947161794014e-09,NULL,smoothed,weekly,03/22/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.2,0.011504746973515,0.018461260944605,0.007058604620397091,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.617.2,0.000649727589916,0.000921000028029,0.0004559476219583303,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.1.529,0.987815618515015,0.992281079292297,0.98101806640625,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,Other,0.000029929411539,0.000058805875597,1.467994479753543e-05,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.2,0.035596121102571,0.06795396655798,0.01772445626556873,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.617.2,0.000169992839801,0.00025352454395,0.0001130994423874654,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.1.529,0.964225113391876,0.98211532831192,0.931934118270874,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,Other,0.00000877209186,0.000018200935301,4.035044639749685e-06,NULL,smoothed,weekly,02/08/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,AY.1,0.000778169895057,0.00168073317036,0.0003408676129765809,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/13/2021 12:00:00 AM,AY.2,0.000023264290576,0.000045892906201,1.135790171247208e-05,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/13/2021 12:00:00 AM,B.1.617.2,0.998931586742401,0.999427735805512,0.9980567693710327,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/13/2021 12:00:00 AM,Other,0.000266988703515,0.000803129689302,7.518051279475912e-05,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,AY.1,0.000756943365559,0.001734557677992,0.0003081983595620841,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,AY.2,0.000016367186618,0.000033392185287,7.680937414988875e-06,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,B.1.617.2,0.999043345451355,0.999530076980591,0.9981237649917603,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,Other,0.000183323631063,0.000586323963944,4.706280014943331e-05,NULL,smoothed,weekly,11/23/2021 12:00:00 AM
USA,10/30/2021 12:00:00 AM,B.1.1.529,0.000037008809159,0.000152245047502,3.028592573173228e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,10/30/2021 12:00:00 AM,B.1.617.2,0.992589175701141,0.995197176933289,0.989081859588623,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,10/30/2021 12:00:00 AM,BA.1.1,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,10/30/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,10/30/2021 12:00:00 AM,Other,0.007373841479421,0.010886170901358,0.00476636178791523,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/06/2021 12:00:00 AM,B.1.1.529,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/06/2021 12:00:00 AM,B.1.617.2,0.987630844116211,0.991741955280304,0.9822130799293518,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/06/2021 12:00:00 AM,BA.1.1,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/06/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/06/2021 12:00:00 AM,Other,0.012369168922305,0.017786929383874,0.00825801957398653,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,B.1.1.529,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,B.1.617.2,0.986688792705536,0.990835666656494,0.981330394744873,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,BA.1.1,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/13/2021 12:00:00 AM,Other,0.013311186805367,0.018669622018933,0.009164304472506046,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,B.1.1.529,0.000012230632819,0.000105080638605,2.346101801720124e-08,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,B.1.617.2,0.984442949295044,0.989020764827728,0.9786241054534912,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,BA.1.1,0.000056719040003,0.00021227603429,6.206058969837613e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,Other,0.015488093718886,0.021319547668099,0.01090683881193399,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/27/2021 12:00:00 AM,B.1.1.529,0.00056998321088,0.001032849191688,0.0002792753512039781,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/27/2021 12:00:00 AM,B.1.617.2,0.991111695766449,0.994215607643127,0.9869505167007446,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/27/2021 12:00:00 AM,BA.1.1,0.000129457752337,0.000714624824468,3.414849970795331e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/27/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,11/27/2021 12:00:00 AM,Other,0.008188868872821,0.012437079101801,0.005104167852550745,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/04/2021 12:00:00 AM,B.1.1.529,0.006014286540449,0.00911583378911,0.003759961808100343,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/04/2021 12:00:00 AM,B.1.617.2,0.991177618503571,0.99420577287674,0.9871410131454468,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/04/2021 12:00:00 AM,BA.1.1,0.001142423716374,0.001866884878837,0.0006473137182183564,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/04/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/04/2021 12:00:00 AM,Other,0.001665652380325,0.002892687218264,0.0008673319825902581,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/11/2021 12:00:00 AM,B.1.1.529,0.050783507525921,0.077475935220718,0.03122079372406006,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/11/2021 12:00:00 AM,B.1.617.2,0.925414323806763,0.94977992773056,0.8941512703895569,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/11/2021 12:00:00 AM,BA.1.1,0.021858306601644,0.032439518719912,0.01400421466678381,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/11/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/11/2021 12:00:00 AM,Other,0.00194387731608,0.002968551358208,0.001204384723678231,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/18/2021 12:00:00 AM,B.1.1.529,0.225864812731743,0.269973784685135,0.1858534514904022,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/18/2021 12:00:00 AM,B.1.617.2,0.621748089790344,0.671317398548126,0.5702174305915833,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/18/2021 12:00:00 AM,BA.1.1,0.149365350604057,0.18543715775013,0.1179220527410507,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/18/2021 12:00:00 AM,BA.2,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/18/2021 12:00:00 AM,Other,0.003021749667823,0.004244227427989,0.002079029800370336,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/25/2021 12:00:00 AM,B.1.1.529,0.400411546230316,0.44407930970192,0.3578887283802032,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/25/2021 12:00:00 AM,B.1.617.2,0.25639483332634,0.300551891326904,0.2156460285186768,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/25/2021 12:00:00 AM,BA.1.1,0.338796496391296,0.384485960006714,0.295233428478241,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/25/2021 12:00:00 AM,BA.2,0.000040813629312,0.000156431735377,4.162528057349846e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,12/25/2021 12:00:00 AM,Other,0.004356333985925,0.006531839258969,0.002762229414656758,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/01/2022 12:00:00 AM,B.1.1.529,0.43850103020668,0.475930243730545,0.4015858173370361,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/01/2022 12:00:00 AM,B.1.617.2,0.101509064435959,0.117998085916042,0.08661562204360962,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/01/2022 12:00:00 AM,BA.1.1,0.453407466411591,0.490021616220474,0.4171649515628815,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/01/2022 12:00:00 AM,BA.2,0.000052132887504,0.000177788635483,7.381961495411815e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/01/2022 12:00:00 AM,Other,0.006530308630317,0.009903091937304,0.004079487174749374,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/08/2022 12:00:00 AM,B.1.1.529,0.419988363981247,0.446530550718308,0.3937874138355255,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/08/2022 12:00:00 AM,B.1.617.2,0.045860677957535,0.054869513958693,0.03795013576745987,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/08/2022 12:00:00 AM,BA.1.1,0.531431496143341,0.55958753824234,0.5031253099441528,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/08/2022 12:00:00 AM,BA.2,0.000488994759507,0.000770109938458,0.0002911271585617214,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/08/2022 12:00:00 AM,Other,0.002230436075479,0.003798923222348,0.001193462871015072,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,B.1.1.529,0.361111372709274,0.385659664869308,0.3370934128761292,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,B.1.617.2,0.018357330933213,0.021445762366056,0.01560675073415041,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,BA.1.1,0.617727518081665,0.640826225280762,0.594224214553833,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,BA.2,0.001726379152387,0.002415815601125,0.001193329226225615,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,Other,0.001077408203855,0.001790996175259,0.0005964279407635331,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,B.1.1.529,0.331264674663544,0.35920262336731,0.3041865229606628,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,B.1.617.2,0.008101527579129,0.010315467603505,0.006257363129407167,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,BA.1.1,0.656498789787292,0.683332562446594,0.6288979649543762,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,BA.2,0.004098108969629,0.005174085032195,0.003196614095941186,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,Other,0.000036879944673,0.000139416195452,3.918840775440913e-06,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.1.529,0.293636620044708,0.324360102415085,0.2642514109611511,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.617.2,0.00530384387821,0.0065897712484,0.004212864208966494,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.1.1,0.692847192287445,0.721547305583954,0.6629894971847534,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.2,0.008137865923345,0.009979609400034,0.006558940745890141,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,Other,0.000074488816608,0.000247369724093,1.130096006818349e-05,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.1.529,0.267980247735977,0.297370344400406,0.2400372177362442,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.617.2,0.002326003042981,0.003078399691731,0.001718353014439344,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.1.1,0.719822764396668,0.747661113739014,0.6906659603118896,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.2,0.009856616146863,0.011782343499362,0.008172830566763878,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,Other,0.000014391301193,0.000097369738796,1.341207109817333e-07,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,B.1.1.529,0.237679868936539,0.254697650671005,0.2212668806314468,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,B.1.617.2,0.001322558731772,0.002087459899485,0.0007849825196899474,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,BA.1.1,0.738926112651825,0.755796432495117,0.7215114235877991,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,BA.2,0.022049875929952,0.02652127481997,0.01815206743776798,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,Other,0.000021609073883,0.000121526820294,5.239348865870852e-07,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,B.1.1.529,0.211681872606278,0.227458149194717,0.196523517370224,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,B.1.617.2,0.001109212171286,0.001818359130993,0.0006258093635551631,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,BA.1.1,0.746789872646332,0.764648139476776,0.7282868027687073,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,BA.2,0.040271066129208,0.047322683036327,0.0340014286339283,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,Other,0.000148000093759,0.000431886961451,3.06128386000637e-05,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/26/2022 12:00:00 AM,B.1.1.529,0.192968219518662,0.206645548343658,0.1798213124275208,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/26/2022 12:00:00 AM,B.1.617.2,0.001601035357453,0.002419776748866,0.001005331403575838,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/26/2022 12:00:00 AM,BA.1.1,0.72965270280838,0.74545168876648,0.7134063839912415,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/26/2022 12:00:00 AM,BA.2,0.075433500111103,0.08727204054594,0.0647415816783905,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,02/26/2022 12:00:00 AM,Other,0.000344569940353,0.000697394774761,0.0001425487134838477,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/05/2022 12:00:00 AM,B.1.1.529,0.161696195602417,0.176672041416168,0.1475123018026352,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/05/2022 12:00:00 AM,B.1.617.2,0.000850632844958,0.001869102241471,0.0003069396771024913,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/05/2022 12:00:00 AM,BA.1.1,0.69040435552597,0.710019469261169,0.6702629923820496,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/05/2022 12:00:00 AM,BA.2,0.146753236651421,0.164562582969666,0.1301847398281097,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/05/2022 12:00:00 AM,Other,0.000295550154988,0.000876540259924,5.891593173146248e-05,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,B.1.1.529,0.131498113274574,0.150387167930603,0.1141800731420517,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,B.1.617.2,0.000631238799542,0.001325004268438,0.0002460727992001921,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,BA.1.1,0.590175986289978,0.614760994911194,0.565249502658844,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,BA.2,0.277694642543793,0.30468276143074,0.2518589496612549,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/12/2022 12:00:00 AM,Other,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,B.1.1.529,0.093285337090492,0.105152793228626,0.08234834671020508,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,B.1.617.2,0.001444032997824,0.005034185480326,0.0001919636852107942,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,BA.1.1,0.466563791036606,0.496140480041504,0.4371615052223206,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,BA.2,0.438503682613373,0.473735004663467,0.4037283658981323,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/19/2022 12:00:00 AM,Other,0.000203152187169,0.000766157521866,2.172342828998808e-05,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,B.1.1.529,0.055449444800615,0.063626281917095,0.04803865030407906,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,B.1.617.2,0.000468140613521,0.001484526554123,7.964155520312488e-05,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,BA.1.1,0.286539018154144,0.31491756439209,0.2593610286712646,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,BA.2,0.657543420791626,0.6889888048172,0.6250321269035339,0,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,Other,0,,NULL,1,weighted,weekly,04/12/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,BA.1.1,0.381718903779984,0.420637369155884,0.3442331850528717,NULL,smoothed,weekly,04/05/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,BA.2,0.572914123535156,0.613116502761841,0.5317457914352417,NULL,smoothed,weekly,04/05/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,B.1.617.2,0.000000007986317,0.000000016163694,3.783541036028737e-09,NULL,smoothed,weekly,04/05/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,B.1.1.529,0.045365676283836,0.055211916565895,0.03717039525508881,NULL,smoothed,weekly,04/05/2022 12:00:00 AM
USA,03/26/2022 12:00:00 AM,Other,0.000001280610149,0.000004205794085,3.155729189074918e-07,NULL,smoothed,weekly,04/05/2022 12:00:00 AM
USA,11/20/2021 12:00:00 AM,AY.1,0.000584843335673,0.001016916125081,0.0003295117057859898,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,AY.2,0.000016365398551,0.000034921482438,7.278672001120867e-06,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,B.1.617.2,0.998963832855225,0.999372363090515,0.9983135461807251,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/20/2021 12:00:00 AM,Other,0.000434939924162,0.001268531195819,0.0001280984870390967,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/27/2021 12:00:00 AM,AY.1,0.000557176477741,0.000996977672912,0.0003040437295567244,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/27/2021 12:00:00 AM,AY.2,0.000011497448213,0.000025445382562,4.891182015853701e-06,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/27/2021 12:00:00 AM,B.1.617.2,0.999114573001862,0.999461829662323,0.9985634088516235,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,11/27/2021 12:00:00 AM,Other,0.000316748104524,0.000979433883913,8.558939589420334e-05,NULL,smoothed,weekly,11/30/2021 12:00:00 AM
USA,01/15/2022 12:00:00 AM,B.1.1.529,0.362654060125351,0.386848866939545,0.3389681279659271,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,B.1.617.2,0.018692037090659,0.021866111084819,0.0158679224550724,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,BA.1.1,0.615912854671478,0.638720750808716,0.5927174091339111,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,BA.2,0.001797144766897,0.002502233954147,0.001249834080226719,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,BA.2.12.1,0,,NULL,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/15/2022 12:00:00 AM,Other,0.000943910097703,0.001663671573624,0.0004813736886717379,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,B.1.1.529,0.335394114255905,0.363509356975555,0.3081236183643341,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,B.1.617.2,0.008259788155556,0.010560033842921,0.006349683739244938,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,BA.1.1,0.652330636978149,0.679383456707001,0.6245237588882446,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,BA.2,0.003987000789493,0.004984668921679,0.003144801128655672,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,BA.2.12.1,0,,NULL,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/22/2022 12:00:00 AM,Other,0.000028477101296,0.000133245441248,1.487918325437931e-06,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.1.529,0.301807850599289,0.333777546882629,0.2712086141109467,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,B.1.617.2,0.005301699973643,0.006592011544853,0.004207625519484282,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.1.1,0.684754908084869,0.71468847990036,0.6536331176757812,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.2,0.008102336898446,0.009924723766744,0.006538655143231153,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,BA.2.12.1,0,,NULL,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,01/29/2022 12:00:00 AM,Other,0.00003320909309,0.000122132580145,3.822250164375873e-06,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.1.529,0.276893824338913,0.307529836893082,0.2477401196956635,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,B.1.617.2,0.002312447177246,0.003125092945993,0.001666716183535755,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.1.1,0.711500585079193,0.740445792675018,0.68120938539505,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.2,0.009279359132051,0.011104435659945,0.007685025688260794,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,BA.2.12.1,0,,NULL,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/05/2022 12:00:00 AM,Other,0.000013777601453,0.00009062904428,1.505694910974853e-07,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,B.1.1.529,0.241516783833504,0.259817481040955,0.2238963097333908,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,B.1.617.2,0.001493456540629,0.002414470771328,0.0008584830793552101,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,BA.1.1,0.735910356044769,0.753821074962616,0.7173978090286255,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,BA.2,0.02106380648911,0.024607606232166,0.0179066713899374,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,BA.2.12.1,0,,NULL,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/12/2022 12:00:00 AM,Other,0.000015582361812,0.000095453440736,2.490888846296002e-07,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,B.1.1.529,0.217196673154831,0.2336505651474,0.2013896256685257,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,B.1.617.2,0.001084152725525,0.001781864557415,0.0006095371209084988,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,BA.1.1,0.743526756763458,0.761505484580994,0.7249088883399963,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,BA.2,0.038003243505955,0.043450523167849,0.03306272253394127,0,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,BA.2.12.1,0.000037800287828,0.000219411114813,7.892755320426659e-07,1,weighted,weekly,04/19/2022 12:00:00 AM
USA,02/19/2022 12:00:00 AM,Other,0.000151395928697,0.000449967512395,3.004185236932244e-05,1,weighted,weekly,04/19/2022 12:00:00 AM
