TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20210806212024,2,6,22,1,0,0,0
20210806212024,3,4,22,2,0,0,0
20210806212024,4,2,22,2,0,0,0
20210806212024,5,28,21,1,0,0,0
20210806212034,1,56,18,1,0,0,0
20210806212034,2,37,20,2,0,0,0
20210806212034,3,12,22,2,0,0,0
20210806212034,4,8,22,1,0,0,0
20210806212039,1,80,19,2,0,0,0
20210806212040,1,85,18,1,60,0,0
20210806212040,2,78,20,2,0,0,0
20210806212052,1,64,18,1,0,0,0
20210806212052,2,62,20,2,0,0,0
20210806212057,1,57,18,1,0,0,0
20210806212057,2,57,20,2,0,0,0
20210806212057,3,28,22,2,0,0,0
20210806212057,4,23,22,2,0,0,0
20210806212057,5,11,23,2,0,0,0
20210806212057,6,4,23,2,0,0,0
20210806212057,7,25,30,1,0,0,0
20210806212062,1,68,18,2,0,0,0
20210806212062,2,69,20,1,0,0,0
20210806212071,1,72,18,1,0,0,0
20210806212071,2,67,20,2,0,0,0
20210806212074,1,25,18,2,0,0,0
20210806212074,2,9,22,2,0,0,0
20210806212074,3,30,21,1,0,0,0
20210806212078,1,67,18,1,0,0,0
20210806212078,2,63,20,2,0,0,0
20210806212112,1,27,18,1,0,0,0
20210806212112,2,4,22,2,0,0,0
20210806212129,1,43,18,2,0,0,0
20210806212129,2,0,22,1,0,0,0
20210806212135,1,46,18,1,0,0,0
20210806212135,2,42,20,2,0,0,0
20210806212135,3,10,22,2,0,0,0
20210806212135,4,7,22,2,0,0,0
20210806212135,5,5,22,1,0,0,0
20210806212154,1,69,18,2,0,0,0
20210806212154,2,80,20,1,0,0,0
20210806212155,1,35,18,2,0,0,0
20210806212155,2,29,20,1,0,0,0
20210806212155,3,12,22,1,0,0,0
20210806212155,4,2,22,1,0,0,0
20210806212159,1,37,19,2,0,0,0
20210806212163,1,30,18,1,0,0,0
20210806212163,2,30,20,2,0,0,0
20210806212172,1,50,19,1,0,0,0
20210806212176,1,65,18,1,0,0,0
20210806212176,2,65,20,2,0,0,0
20210806212184,1,50,18,2,0,0,0
20210806212184,2,59,20,1,0,0,0
20210806212184,3,85,24,1,60,0,0
20210806212184,4,80,24,2,0,0,0
20210806212185,1,44,18,1,0,0,0
20210806212185,2,43,20,2,0,0,0
20210806212185,3,19,22,2,0,0,0
20210806212185,4,11,22,1,0,0,0
20210806212185,5,66,24,2,0,0,0
20210806212221,1,76,19,2,0,0,0
20210806212221,2,32,23,1,0,0,0
20210806212224,1,57,18,2,0,0,0
20210806212224,2,55,20,1,0,0,0
20210806212224,3,20,22,2,0,0,0
20210806212224,4,13,23,1,0,0,0
20210806212234,1,53,18,2,0,0,0
20210806212255,1,55,18,2,0,0,0
20210806212255,2,59,20,1,0,0,0
20210806212282,1,31,18,2,0,0,0
20210806212282,2,32,20,1,0,0,0
20210806212282,3,2,22,1,0,0,0
20210806212295,1,40,18,1,0,0,0
20210806212295,2,36,20,2,0,0,0
20210806212295,3,5,22,1,0,0,0
20210806212304,1,35,18,2,0,0,0
20210806212304,2,40,20,1,0,0,0
20210806212304,3,16,22,1,0,0,0
20210806212304,4,14,22,1,0,0,0
20210806212304,5,10,22,1,0,0,0
20210806212304,6,7,22,1,0,0,0
20210806212304,7,14,22,2,0,0,0
20210806212331,1,35,18,2,0,0,0
20210806212331,2,35,20,1,0,0,0
20210806212331,3,12,22,1,0,0,0
20210806212331,4,11,22,2,0,0,0
20210806212331,5,3,22,2,0,0,0
20210806212344,1,41,18,2,0,0,0
20210806212344,2,13,22,1,0,0,0
20210806212355,1,26,19,1,0,0,0
20210806212355,2,28,21,2,0,0,0
20210807210006,1,23,19,1,0,0,0
20210807210013,1,30,18,2,0,0,0
20210807210013,2,32,20,1,0,0,0
20210807210026,1,42,19,2,0,0,0
20210807210031,1,70,19,2,0,0,0
20210807210032,1,38,18,1,0,0,0
20210807210032,2,35,20,2,0,0,0
20210807210032,3,1,22,2,0,0,0
20210807210032,4,11,22,2,0,0,0
20210807210032,5,6,22,2,0,0,0
20210807210032,6,14,22,1,0,0,0
20210807210033,1,53,19,1,0,0,0
20210807210038,1,70,19,2,0,0,0
20210807210048,1,45,18,2,0,0,0
20210807210048,2,8,22,1,0,0,0
20210807210052,1,60,18,2,0,0,0
20210807210052,2,70,20,1,0,0,0
20210807210099,1,24,18,1,0,0,0
20210807210099,2,24,20,2,0,0,0
20210807210104,1,22,18,2,0,0,0
20210807210104,2,25,20,1,0,0,0
20210807210111,1,17,18,1,0,0,0
20210807210111,2,20,25,1,0,0,0
20210807210111,3,51,24,2,0,0,0
20210807210111,4,21,25,1,0,0,0
20210807210126,1,20,18,1,0,0,0
20210807210126,2,41,24,1,0,0,0
20210807210126,3,41,24,2,0,0,0
20210807210126,4,12,25,1,0,0,0
20210807210135,1,23,18,2,0,0,0
20210807210135,2,25,20,1,0,0,0
20210807210135,3,16,25,1,0,0,0
20210807210135,4,13,25,1,0,0,0
20210807210135,5,0,23,1,0,0,0
20210807210144,1,23,18,1,0,0,0
20210807210144,2,77,26,2,0,0,0
20210807210144,3,57,24,2,0,0,0
20210807210153,1,24,18,1,0,0,0
20210807210153,2,49,24,2,0,0,0
20210807210153,3,27,25,1,0,0,0
20210807210159,1,24,19,2,0,0,0
20210807210161,1,17,18,1,0,0,0
20210807210161,2,56,24,2,0,0,0
20210807210161,3,15,25,1,0,0,0
20210807210161,4,58,24,1,0,0,0
20210807210165,1,21,18,2,0,0,0
20210807210165,2,49,24,2,0,0,0
20210807210165,3,49,24,1,0,0,0
20210807210165,4,17,25,1,0,0,0
20210807210167,1,16,18,1,0,0,0
20210807210167,2,37,24,1,0,0,0
20210807210167,3,36,24,2,0,0,0
20210807210167,4,14,25,1,0,0,0
20210807210167,5,0,25,1,0,0,0
20210807210169,1,19,18,1,0,0,0
20210807210169,2,54,24,1,0,0,0
20210807210169,3,49,24,2,0,0,0
20210807210169,4,17,25,1,0,0,0
20210807210171,1,22,18,1,0,0,0
20210807210171,2,74,26,2,0,0,0
20210807210171,3,74,26,1,0,0,0
20210807210171,4,45,24,2,0,0,0
20210807210171,5,20,25,1,0,0,0
20210807210171,6,23,26,1,0,0,0
20210807210171,7,10,25,1,0,0,0
20210807210173,1,16,18,2,0,0,0
20210807210173,2,65,24,1,0,0,0
20210807210173,3,65,24,2,0,0,0
20210807210197,1,18,18,1,0,0,0
20210807210197,2,49,24,1,0,0,0
20210807210197,3,47,24,2,0,0,0
20210807210197,4,25,25,2,0,0,0
20210807210197,5,2,26,2,0,0,0
20210807210198,1,15,18,2,0,0,0
20210807210198,2,38,24,2,0,0,0
20210807210198,3,36,24,1,0,0,0
20210807210198,4,15,25,2,0,0,0
20210807210198,5,9,25,2,0,0,0
20210807210198,6,7,25,2,0,0,0
20210807210214,1,24,19,2,0,0,0
20210807210214,2,46,24,2,0,0,0
20210807210214,3,10,25,1,0,0,0
20210807210216,1,24,18,1,0,0,0
20210807210216,2,79,20,2,0,0,0
20210807210230,1,18,18,2,0,0,0
20210807210230,2,60,24,2,0,0,0
20210807210230,3,57,24,1,0,0,0
20210807210230,4,12,26,2,0,0,0
20210807210233,1,24,19,2,0,0,0
20210807210233,2,23,21,1,0,0,0
20210807210240,1,20,18,2,0,0,0
20210807210240,2,30,21,1,0,0,0
20210807210248,1,17,18,1,0,0,0
20210807210248,2,53,24,1,0,0,0
20210807210248,3,37,24,2,0,0,0
20210807210248,4,16,25,2,0,0,0
20210807210248,5,14,25,2,0,0,0
20210807210248,6,10,25,1,0,0,0
20210807210248,7,12,25,2,0,0,0
20210807210250,1,24,18,1,0,0,0
20210807210250,2,23,21,2,0,0,0
20210807210250,3,5,22,2,0,0,0
20210807210250,4,3,22,1,0,0,0
20210807210250,5,20,25,1,0,0,0
20210807210258,1,22,18,2,0,0,0
20210807210258,2,42,24,1,0,0,0
20210807210258,3,42,24,2,0,0,0
20210807210258,4,5,25,2,0,0,0
20210807210265,1,23,19,2,0,0,0
20210807210274,1,15,18,1,0,0,0
20210807210274,2,57,24,1,0,0,0
20210807210274,3,37,28,2,0,0,0
20210807210285,1,21,18,2,0,0,0
20210807210285,2,67,24,1,0,0,0
20210807210285,3,56,24,2,0,0,0
20210807210285,4,29,25,1,0,0,0
20210807210287,1,16,18,2,0,0,0
20210807210287,2,49,24,2,0,0,0
20210807210287,3,51,24,1,0,0,0
20210807210287,4,13,25,2,0,0,0
20210807210288,1,23,18,1,0,0,0
20210807210288,2,51,24,1,0,0,0
20210807210288,3,47,24,2,0,0,0
20210807210288,4,16,25,1,0,0,0
20210807210288,6,14,25,2,0,0,0
20210807210291,1,22,18,1,0,0,0
20210807210291,2,53,24,1,0,0,0
20210807210291,3,53,24,2,0,0,0
20210807210296,1,23,18,2,0,0,0
20210807210296,2,36,26,2,0,0,0
20210807210296,3,5,26,1,0,0,0
20210807210501,1,48,18,1,0,0,0
20210807210501,2,52,21,2,0,0,0
20210807210502,1,43,18,1,0,0,0
20210807210502,2,35,20,2,0,0,0
20210807210502,3,14,22,2,0,0,0
20210807210502,4,7,22,2,0,0,0
20210807210507,1,72,18,2,0,0,0
20210807210507,2,44,22,1,0,0,0
20210807210508,1,38,19,2,0,0,0
20210807210509,1,71,19,2,0,0,0
20210807210511,1,80,19,2,0,0,0
20210807210521,1,59,18,1,0,0,0
20210807210521,2,63,20,2,0,0,0
20210807210525,1,69,18,2,0,0,0
20210807210525,2,71,20,1,0,0,0
20210807210527,1,41,18,1,0,0,0
20210807210527,2,42,20,2,0,0,0
20210807210527,3,16,22,2,0,0,0
20210807210527,4,13,22,2,0,0,0
20210807210527,5,8,22,2,0,0,0
20210807210531,1,40,18,2,0,0,0
20210807210531,2,40,20,1,0,0,0
20210807210531,3,10,22,2,0,0,0
20210807210531,4,7,22,2,0,0,0
20210807210535,1,51,19,2,0,0,0
20210807210535,2,39,26,2,0,0,0
20210807210535,3,31,22,1,0,0,0
20210807210535,4,10,26,1,0,0,0
20210807210546,1,41,18,1,0,0,0
20210807210546,2,34,20,2,0,0,0
20210807210546,3,14,22,1,0,0,0
20210807210546,4,5,22,2,0,0,0
20210807210546,5,76,26,2,0,0,0
20210807210550,1,41,18,2,0,0,0
20210807210550,2,44,20,1,0,0,0
20210807210550,3,9,22,2,0,0,0
20210807210550,4,5,22,2,0,0,0
20210807210553,1,80,18,1,0,0,0
20210807210553,2,80,20,2,0,0,0
20210807210554,1,74,18,2,0,0,0
20210807210554,2,80,20,1,60,0,0
20210807210561,1,78,18,1,0,0,0
20210807210561,2,76,20,2,0,0,0
20210807210564,1,41,18,1,0,0,0
20210807210564,2,31,20,2,0,0,0
20210807210564,3,3,22,1,0,0,0
20210807210564,4,0,22,2,0,0,0
20210807210569,1,17,18,1,0,0,0
20210807210569,2,50,24,2,0,0,0
20210807210569,3,48,24,1,0,0,0
20210807210572,1,54,19,2,0,0,0
20210807210577,1,45,18,2,0,0,0
20210807210577,2,14,22,1,0,0,0
20210807210579,1,31,18,2,0,0,0
20210807210579,2,36,20,1,0,0,0
20210807210579,3,11,22,2,0,0,0
20210807210584,1,62,18,1,0,0,0
20210807210584,2,50,20,2,0,0,0
20210807210591,1,54,18,2,0,0,0
20210807210591,2,51,20,1,0,0,0
20210807210591,3,23,22,2,0,0,0
20210807210591,4,20,22,1,0,0,0
20210807210595,1,77,19,2,0,0,0
20210807210596,1,50,18,2,0,0,0
20210807210596,2,54,20,1,0,0,0
20210807210597,1,32,19,1,0,0,0
20210807210598,1,56,18,2,0,0,0
20210807210598,2,56,20,1,0,0,0
20210807210604,1,46,18,2,0,0,0
20210807210604,2,46,20,1,0,0,0
20210807210604,3,18,22,2,0,0,0
20210807210604,4,16,22,2,0,0,0
20210807210604,5,13,22,2,0,0,0
20210807210605,1,48,18,2,0,0,0
20210807210605,2,57,20,1,0,0,0
20210807210614,1,69,19,2,0,0,0
20210807210618,1,30,19,2,0,0,0
20210807210621,1,37,18,2,0,0,0
20210807210621,2,43,20,1,0,0,0
20210807210621,3,6,22,1,0,0,0
20210807210621,4,3,22,1,0,0,0
20210807210624,1,65,18,2,0,0,0
20210807210624,2,67,20,1,0,0,0
20210807210626,1,78,19,2,0,0,0
20210807210627,1,59,18,1,0,0,0
20210807210627,2,55,20,2,0,0,0
20210807210627,3,17,22,2,0,0,0
20210807210629,1,45,18,1,0,0,0
20210807210629,2,45,20,2,0,0,0
20210807210629,3,12,22,1,0,0,0
20210807210629,4,10,22,1,0,0,0
20210807210629,5,21,30,1,0,0,0
20210807210630,1,58,18,1,0,0,0
20210807210630,2,42,20,2,0,0,0
20210807210630,3,16,22,1,0,0,0
20210807210630,4,14,22,1,0,0,0
20210807210630,5,14,22,2,0,0,0
20210807210635,1,76,18,2,0,0,0
20210807210635,2,80,20,1,0,0,0
20210807210636,1,62,19,2,0,0,0
20210807210638,1,58,18,2,0,0,0
20210807210638,2,58,20,1,0,0,0
20210807210638,3,33,22,2,0,0,0
20210807210638,4,22,22,1,0,0,0
20210807210644,1,65,18,2,0,0,0
20210807210644,2,40,22,1,0,0,0
20210807210650,1,44,18,2,0,0,0
20210807210650,2,12,22,1,0,0,0
20210807210651,1,62,18,1,0,0,0
20210807210651,2,67,20,2,0,0,0
20210807210652,1,43,18,1,0,0,0
20210807210652,2,76,24,2,0,0,0
20210807210652,3,44,25,2,0,0,0
20210807210652,4,25,26,2,0,0,0
20210807210656,1,66,18,2,0,0,0
20210807210656,2,85,24,2,60,0,0
20210807210662,1,57,19,2,0,0,0
20210807210667,1,38,18,2,0,0,0
20210807210667,2,38,20,1,0,0,0
20210807210667,3,8,22,1,0,0,0
20210807210667,4,5,22,1,0,0,0
20210807210668,1,74,18,2,0,0,0
20210807210668,2,42,22,1,0,0,0
20210807210668,3,43,26,2,0,0,0
20210807210668,4,21,23,1,0,0,0
20210807210668,5,17,23,2,0,0,0
20210807210668,6,15,23,2,0,0,0
20210807210672,1,64,19,1,0,0,0
20210807210676,1,66,18,2,0,0,0
20210807210676,2,68,20,1,0,0,0
20210807210691,1,52,18,2,0,0,0
20210807210691,2,19,22,2,0,0,0
20210807210691,3,52,20,1,0,0,0
20210807210693,1,61,19,2,0,0,0
20210807210697,1,42,18,1,0,0,0
20210807210697,2,38,20,2,0,0,0
20210807210697,3,18,22,2,0,0,0
20210807210697,4,14,22,1,0,0,0
20210807210706,1,38,18,2,0,0,0
20210807210706,2,40,20,1,0,0,0
20210807210706,3,1,22,2,0,0,0
20210807210706,4,0,22,1,0,0,0
20210807210710,1,33,18,2,0,0,0
20210807210710,2,34,20,1,0,0,0
20210807210710,3,2,22,1,0,0,0
20210807210710,4,1,22,2,0,0,0
20210807210712,1,80,18,1,0,0,0
20210807210712,2,69,20,2,0,0,0
20210807210714,1,29,18,1,0,0,0
20210807210714,2,27,20,2,0,0,0
20210807210716,1,71,19,2,0,0,0
20210807210722,1,29,19,1,0,0,0
20210807210722,2,29,28,1,0,0,0
20210807210723,1,51,18,1,0,0,0
20210807210723,2,13,22,1,0,0,0
20210807210729,1,66,18,2,0,0,0
20210807210729,2,63,20,1,0,0,0
20210807210730,1,70,19,2,0,0,0
20210807210732,1,48,19,1,0,0,0
20210807210735,1,31,18,2,0,0,0
20210807210735,2,9,22,1,0,0,0
20210807210735,3,4,22,2,0,0,0
20210807210735,4,2,22,2,0,0,0
20210807210741,1,34,18,2,0,0,0
20210807210741,2,4,22,1,0,0,0
20210807210752,1,50,18,1,0,0,0
20210807210752,2,51,20,2,0,0,0
20210807210752,3,15,22,1,0,0,0
20210807210752,4,79,26,2,0,0,0
20210807210753,1,54,18,2,0,0,0
20210807210753,2,54,20,1,0,0,0
20210807210753,3,22,22,1,0,0,0
20210807210763,1,45,18,1,0,0,0
20210807210763,2,41,20,2,0,0,0
20210807210763,3,20,22,2,0,0,0
20210807210763,4,18,22,1,0,0,0
20210807210777,1,38,18,1,0,0,0
20210807210777,2,67,24,1,0,0,0
20210807210788,1,51,19,2,0,0,0
20210807210798,1,80,19,1,0,0,0
20210807210805,1,80,18,2,60,0,0
20210807210805,2,80,20,1,60,0,0
20210807210806,1,33,18,2,0,0,0
20210807210806,2,10,22,1,0,0,0
20210807210810,1,58,18,2,0,0,0
20210807210810,2,54,20,1,0,0,0
20210807210810,3,18,22,2,0,0,0
20210807210812,1,79,19,2,0,0,0
20210807210815,1,26,19,1,0,0,0
20210807210819,1,50,19,2,0,0,0
20210807210824,1,77,19,2,0,0,0
20210807210825,1,67,19,2,0,0,0
20210807210832,1,63,18,2,0,0,0
20210807210832,2,64,20,1,0,0,0
20210807210832,3,33,22,1,0,0,0
20210807210834,1,55,18,2,0,0,0
20210807210834,2,56,20,1,0,0,0
20210807210834,3,16,22,1,0,0,0
20210807210834,4,22,22,2,0,0,0
20210807210835,1,63,19,2,0,0,0
20210807210836,1,46,18,1,0,0,0
20210807210836,2,45,20,2,0,0,0
20210807210836,3,12,22,1,0,0,0
20210807210836,4,10,22,2,0,0,0
20210807210839,1,80,19,2,0,0,0
20210807210840,1,67,18,1,0,0,0
20210807210840,2,65,20,2,0,0,0
20210807210845,1,77,18,2,0,0,0
20210807210845,2,47,22,2,0,0,0
20210807210845,3,49,22,1,0,0,0
20210807210845,4,18,23,2,0,0,0
20210807210849,1,43,18,2,0,0,0
20210807210849,2,45,20,1,0,0,0
20210807210849,3,18,22,2,0,0,0
20210807210849,5,14,22,2,0,0,0
20210807210849,6,13,22,1,0,0,0
20210807210849,7,10,22,2,0,0,0
20210807210851,1,59,18,2,0,0,0
20210807210851,2,43,22,2,0,0,0
20210807210851,3,11,23,1,0,0,0
20210807210853,1,77,18,1,0,0,0
20210807210853,2,75,20,2,0,0,0
20210807210855,1,85,19,1,60,0,0
20210807210864,1,39,18,1,0,0,0
20210807210864,2,35,20,2,0,0,0
20210807210864,3,17,22,2,0,0,0
20210807210864,4,13,22,2,0,0,0
20210807210864,5,61,24,1,0,0,0
20210807210867,1,45,18,1,0,0,0
20210807210867,2,42,20,2,0,0,0
20210807210867,3,17,22,1,0,0,0
20210807210867,4,17,22,1,0,0,0
20210807210877,1,31,18,1,0,0,0
20210807210877,2,25,20,2,0,0,0
20210807210877,3,1,22,1,0,0,0
20210807210877,4,29,29,2,0,0,0
20210807210877,5,34,29,2,0,0,0
20210807210878,1,80,18,1,0,0,0
20210807210878,2,80,20,2,0,0,0
20210807210879,1,38,19,2,0,0,0
20210807210891,1,37,19,2,0,0,0
20210807210896,1,56,19,1,0,0,0
20210807210900,1,49,19,1,0,0,0
20210807210900,2,10,40,2,0,0,0
20210807210903,1,64,18,1,0,0,0
20210807210903,2,59,20,2,0,0,0
20210807210905,1,41,18,2,0,0,0
20210807210905,3,13,22,1,0,0,0
20210807210907,1,51,18,1,0,0,0
20210807210907,2,55,20,2,0,0,0
20210807210907,3,24,22,2,0,0,0
20210807210907,4,5,23,2,0,0,0
20210807210908,1,51,19,1,0,0,0
20210807210915,1,35,18,1,0,0,0
20210807210915,2,36,20,2,0,0,0
20210807210915,3,2,22,1,0,0,0
20210807210917,1,48,18,1,0,0,0
20210807210917,2,48,20,2,0,0,0
20210807210917,3,6,22,2,0,0,0
20210807210917,4,6,22,1,0,0,0
20210807210920,1,73,19,2,0,0,0
20210807210923,1,47,18,1,0,0,0
20210807210923,2,48,20,2,0,0,0
20210807210923,3,13,22,1,0,0,0
20210807210925,1,43,18,2,0,0,0
20210807210925,2,43,20,1,0,0,0
20210807210925,3,10,22,1,0,0,0
20210807210925,4,6,22,2,0,0,0
20210807210929,1,79,18,2,0,0,0
20210807210929,2,73,25,2,0,0,0
20210807210931,1,30,18,1,0,0,0
20210807210931,2,30,21,2,0,0,0
20210807210934,1,48,18,2,0,0,0
20210807210934,2,43,20,1,0,0,0
20210807210936,1,54,19,2,0,0,0
20210807210937,1,76,18,2,0,0,0
20210807210937,2,80,20,1,0,0,0
20210807210953,1,48,18,1,0,0,0
20210807210953,2,48,20,2,0,0,0
20210807210954,1,31,18,2,0,0,0
20210807210954,2,51,24,2,0,0,0
20210807210954,3,51,24,1,0,0,0
20210807210954,4,29,25,1,0,0,0
20210807210954,5,23,25,1,0,0,0
20210807210955,1,51,18,2,0,0,0
20210807210955,2,51,20,1,0,0,0
20210807210955,3,17,22,2,0,0,0
20210807210955,4,15,22,1,0,0,0
20210807210955,5,11,22,1,0,0,0
20210807210957,1,66,19,1,0,0,0
20210807210962,1,36,18,1,0,0,0
20210807210962,2,41,21,2,0,0,0
20210807210962,3,8,40,1,0,0,0
20210807210964,1,33,18,1,0,0,0
20210807210964,2,33,20,2,0,0,0
20210807210979,1,46,18,2,0,0,0
20210807210979,2,46,20,1,0,0,0
20210807210979,3,11,22,2,0,0,0
20210807210979,4,6,22,1,0,0,0
20210807210983,1,54,18,2,0,0,0
20210807210983,2,33,22,2,0,0,0
20210807210983,3,4,23,1,0,0,0
20210807211000,1,78,18,2,0,0,0
20210807211000,2,77,20,1,0,0,0
20210807211016,1,58,19,1,0,0,0
20210807211021,1,54,18,1,0,0,0
20210807211021,2,58,20,2,0,0,0
20210807211029,1,80,19,1,0,0,0
20210807211039,1,40,19,1,0,0,0
20210807211039,2,36,20,2,0,0,0
20210807211039,3,6,22,1,0,0,0
20210807211050,1,26,18,2,0,0,0
20210807211050,2,30,20,1,0,0,0
20210807211052,1,77,18,2,0,0,0
20210807211052,2,73,20,1,0,0,0
20210807211060,1,62,19,2,0,0,0
20210807211063,1,61,19,1,0,0,0
20210807211070,1,32,18,1,0,0,0
20210807211070,2,33,20,2,0,0,0
20210807211073,1,51,18,2,0,0,0
20210807211073,2,50,20,1,0,0,0
20210807211073,3,13,22,1,0,0,0
20210807211073,4,10,22,2,0,0,0
20210807211076,1,51,19,2,0,0,0
20210807211079,1,59,18,1,0,0,0
20210807211079,2,66,20,2,0,0,0
20210807211081,1,32,18,1,0,0,0
20210807211081,2,28,20,2,0,0,0
20210807211081,3,2,22,1,0,0,0
20210807211081,6,25,28,1,0,0,0
20210807211094,1,70,18,1,0,0,0
20210807211094,2,69,20,2,0,0,0
20210807211097,1,67,18,2,0,0,0
20210807211097,2,69,20,1,0,0,0
20210807211099,1,72,18,1,0,0,0
20210807211099,2,77,20,2,0,0,0
20210807211101,1,27,18,2,0,0,0
20210807211101,2,60,24,1,0,0,0
20210807211101,3,55,24,2,0,0,0
20210807211111,1,52,18,1,0,0,0
20210807211111,2,13,22,1,0,0,0
20210807211115,1,68,19,2,0,0,0
20210807211120,1,51,18,2,0,0,0
20210807211120,2,53,20,1,0,0,0
20210807211121,1,25,18,2,0,0,0
20210807211121,2,26,20,1,0,0,0
20210807211121,3,7,22,2,0,0,0
20210807211121,4,2,22,2,0,0,0
20210807211125,1,74,18,2,0,0,0
20210807211125,2,76,20,1,0,0,0
20210807211126,1,33,18,1,0,0,0
20210807211126,2,31,20,2,0,0,0
20210807211126,3,6,22,1,0,0,0
20210807211126,4,4,22,2,0,0,0
20210807211126,5,1,22,2,0,0,0
20210807211127,1,40,18,1,0,0,0
20210807211127,2,14,22,2,0,0,0
20210807211127,3,9,22,1,0,0,0
20210807211129,1,31,18,2,0,0,0
20210807211129,2,33,20,1,0,0,0
20210807211129,3,9,22,1,0,0,0
20210807211129,4,5,22,1,0,0,0
20210807211129,5,2,22,2,0,0,0
20210807211131,1,43,18,1,0,0,0
20210807211131,2,42,20,2,0,0,0
20210807211131,3,8,22,1,0,0,0
20210807211131,4,6,22,2,0,0,0
20210807211132,1,65,18,1,0,0,0
20210807211132,2,62,20,2,0,0,0
20210807211138,1,49,18,1,0,0,0
20210807211138,2,43,21,2,0,0,0
20210807211138,3,24,26,1,0,0,0
20210807211138,5,14,22,1,0,0,0
20210807211138,6,9,22,1,0,0,0
20210807211151,1,33,18,2,0,0,0
20210807211151,2,39,20,2,0,0,0
20210807211151,3,15,22,1,0,0,0
20210807211155,1,50,18,1,0,0,0
20210807211155,2,48,20,2,0,0,0
20210807211155,3,14,22,1,0,0,0
20210807211155,4,14,22,1,0,0,0
20210807211156,1,54,18,1,0,0,0
20210807211156,2,51,20,2,0,0,0
20210807211156,3,16,22,1,0,0,0
20210807211157,1,39,18,1,0,0,0
20210807211157,2,34,20,2,0,0,0
20210807211157,3,3,22,2,0,0,0
20210807211157,4,2,22,2,0,0,0
20210807211158,1,59,18,2,0,0,0
20210807211158,2,23,22,2,0,0,0
20210807211158,3,33,30,1,0,0,0
20210807211158,4,20,30,1,0,0,0
20210807211160,1,65,18,1,0,0,0
20210807211160,2,63,20,2,0,0,0
20210807211160,4,25,23,1,0,0,0
20210807211161,1,80,19,1,0,0,0
20210807211162,1,55,19,2,0,0,0
20210807211164,1,75,18,2,0,0,0
20210807211164,2,77,20,1,0,0,0
20210807211164,4,34,26,1,0,0,0
20210807211171,1,39,18,1,0,0,0
20210807211171,2,42,20,1,0,0,0
20210807211171,3,16,22,1,0,0,0
20210807211177,1,53,18,2,0,0,0
20210807211177,2,23,22,1,0,0,0
20210807211177,3,20,22,1,0,0,0
20210807211180,1,61,18,1,0,0,0
20210807211180,2,62,20,2,0,0,0
20210807211188,1,60,19,2,0,0,0
20210807211189,1,76,18,2,0,0,0
20210807211189,2,80,20,1,0,0,0
20210807211191,1,28,18,1,0,0,0
20210807211191,2,46,24,2,0,0,0
20210807211191,3,12,25,1,0,0,0
20210807211191,4,52,26,2,0,0,0
20210807211201,1,60,19,1,0,0,0
20210807211203,1,74,19,2,0,0,0
20210807211206,1,44,19,1,0,0,0
20210807211207,1,54,19,1,0,0,0
20210807211211,1,74,18,2,0,0,0
20210807211211,2,70,20,1,0,0,0
20210807211213,1,33,18,2,0,0,0
20210807211213,2,34,20,1,0,0,0
20210807211213,3,4,22,2,0,0,0
20210807211213,4,0,22,1,0,0,0
20210807211214,1,39,18,2,0,0,0
20210807211214,2,12,22,2,0,0,0
20210807211214,3,10,22,1,0,0,0
20210807211214,4,5,22,1,0,0,0
20210807211218,1,62,18,1,0,0,0
20210807211218,2,37,20,2,0,0,0
20210807211218,3,3,22,1,0,0,0
20210807211221,1,43,18,2,0,0,0
20210807211221,2,13,22,2,0,0,0
20210807211221,3,11,22,2,0,0,0
20210807211221,4,7,22,2,0,0,0
20210807211225,1,31,18,2,0,0,0
20210807211225,2,34,20,1,0,0,0
20210807211225,3,13,22,1,0,0,0
20210807211225,4,7,22,1,0,0,0
20210807211225,5,3,22,1,0,0,0
20210807211225,6,1,22,1,0,0,0
20210807211230,1,72,19,2,0,0,0
20210807211235,1,52,19,2,0,0,0
20210807211237,1,74,19,1,0,0,0
20210807211238,1,28,19,2,0,0,0
20210807211239,1,53,18,2,0,0,0
20210807211239,2,53,20,1,0,0,0
20210807211239,4,24,30,1,0,0,0
20210807211241,1,41,18,1,0,0,0
20210807211241,2,42,20,2,0,0,0
20210807211241,3,7,22,2,0,0,0
20210807211243,1,61,18,2,0,0,0
20210807211243,2,64,20,1,0,0,0
20210807211244,1,34,18,1,0,0,0
20210807211244,2,30,25,1,0,0,0
20210807211244,3,31,25,1,0,0,0
20210807211244,4,27,28,1,0,0,0
20210807211253,1,56,19,1,0,0,0
20210807211255,1,62,18,2,0,0,0
20210807211255,2,72,20,1,0,0,0
20210807211257,1,55,18,1,0,0,0
20210807211257,2,54,20,2,0,0,0
20210807211257,3,20,22,1,0,0,0
20210807211257,4,24,22,1,0,0,0
20210807211262,1,65,18,2,0,0,0
20210807211262,2,26,22,2,0,0,0
20210807211262,3,21,23,1,0,0,0
20210807211266,1,36,18,1,0,0,0
20210807211266,2,35,20,2,0,0,0
20210807211266,3,2,22,2,0,0,0
20210807211267,1,80,19,2,0,0,0
20210807211269,1,47,19,1,0,0,0
20210807211273,1,56,18,1,0,0,0
20210807211273,2,15,22,1,0,0,0
20210807211273,3,12,22,1,0,0,0
