TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20210312200805,4,22,25,2,0,0,0
20210312200931,1,43,18,1,0,0,0
20210312200931,2,40,20,2,0,0,0
20210312200931,3,18,22,2,0,0,0
20210312200931,4,12,22,2,0,0,0
20210312201584,1,52,19,2,0,0,0
20210312201714,1,28,18,2,0,0,0
20210312201714,2,30,20,1,0,0,0
20210312201783,1,36,18,1,0,0,0
20210312201783,2,37,20,2,0,0,0
20210312201783,3,17,22,2,0,0,0
20210312201783,4,5,22,2,0,0,0
20210312201783,5,9,22,1,0,0,0
20210312201922,1,40,18,1,0,0,0
20210312201922,2,42,20,2,0,0,0
20210312201922,3,9,22,2,0,0,0
20210312201922,4,3,22,2,0,0,0
20210312202282,1,54,18,1,0,0,0
20210312202282,2,53,20,2,0,0,0
20210401210561,1,59,18,1,0,0,0
20210401210561,2,67,21,2,0,0,0
20210401210843,1,68,19,2,0,0,0
20210401211766,1,32,18,2,0,0,0
20210401211766,2,32,20,1,0,0,0
20210401211766,3,2,22,2,0,0,0
20210401212050,1,42,18,2,0,0,0
20210401212050,2,41,20,1,0,0,0
20210401212050,3,15,22,2,0,0,0
20210401212050,4,11,22,2,0,0,0
20210401212050,5,8,22,2,0,0,0
20210401212265,1,25,18,2,0,0,0
20210401212265,2,26,20,1,0,0,0
20210402210002,1,58,19,1,0,0,0
20210402210130,1,23,18,2,0,0,0
20210402210130,2,61,24,1,0,0,0
20210402210130,3,3,22,2,0,0,0
20210402210130,4,0,22,1,0,0,0
20210402210130,5,24,30,1,0,0,0
20210402210150,1,22,18,1,0,0,0
20210402210150,2,42,24,2,0,0,0
20210402210150,3,33,24,1,0,0,0
20210402210155,1,19,18,1,0,0,0
20210402210155,2,55,24,2,0,0,0
20210402210155,3,63,24,1,0,0,0
20210402210166,1,16,18,2,0,0,0
20210402210166,2,47,24,1,0,0,0
20210402210166,3,45,24,2,0,0,0
20210402210166,4,20,25,2,0,0,0
20210402210187,1,16,18,2,0,0,0
20210402210187,2,33,24,2,0,0,0
20210402210187,3,14,25,2,0,0,0
20210402210187,4,10,25,1,0,0,0
20210402210187,5,8,25,2,0,0,0
20210402210187,6,4,25,2,0,0,0
20210402210187,7,74,26,1,0,0,0
20210402210192,1,17,18,1,0,0,0
20210402210192,2,54,24,2,0,0,0
20210402210192,3,20,25,2,0,0,0
20210402210224,1,16,18,1,0,0,0
20210402210224,2,17,25,1,0,0,0
20210402210224,3,57,24,1,0,0,0
20210402210224,4,40,24,2,0,0,0
20210402210224,5,24,25,1,0,0,0
20210402210265,1,18,18,1,0,0,0
20210402210265,2,59,24,2,0,0,0
20210402210265,3,63,24,1,0,0,0
20210402210265,4,18,25,2,0,0,0
20210402210265,5,18,25,2,0,0,0
20210402210274,1,25,18,2,0,0,0
20210402210274,2,24,26,2,0,0,0
20210402210286,1,23,18,2,0,0,0
20210402210286,2,46,24,2,0,0,0
20210402210286,3,48,24,1,0,0,0
20210402210286,4,17,25,2,0,0,0
20210402210286,7,24,30,1,0,0,0
20210402210294,1,23,18,2,0,0,0
20210402210294,2,25,20,1,0,0,0
20210402210294,3,4,22,2,0,0,0
20210402210308,1,15,18,1,0,0,0
20210402210308,2,63,24,2,0,0,0
20210402210308,3,69,24,1,0,0,0
20210402210308,4,19,25,1,0,0,0
20210402210523,1,37,18,2,0,0,0
20210402210523,2,40,20,1,0,0,0
20210402210523,3,10,22,2,0,0,0
20210402210523,4,9,22,1,0,0,0
20210402210523,5,6,22,2,0,0,0
20210402210534,1,78,19,2,0,0,0
20210402210542,1,42,18,2,0,0,0
20210402210542,2,43,20,1,0,0,0
20210402210542,3,19,22,1,0,0,0
20210402210542,4,14,22,1,0,0,0
20210402210549,1,52,18,2,0,0,0
20210402210549,2,26,22,2,0,0,0
20210402210549,3,52,21,1,0,0,0
20210402210560,1,70,19,1,0,0,0
20210402210577,1,65,19,1,0,0,0
20210402210578,1,76,19,1,0,0,0
20210402210610,1,53,19,1,0,0,0
20210402210618,1,67,18,1,0,0,0
20210402210618,2,66,20,2,0,0,0
20210402210622,1,56,18,2,0,0,0
20210402210622,2,55,20,1,0,0,0
20210402210622,3,16,22,1,0,0,0
20210402210622,4,15,22,1,0,0,0
20210402210646,1,69,18,1,0,0,0
20210402210646,2,69,20,2,0,0,0
20210402210656,1,30,18,1,0,0,0
20210402210656,2,35,20,2,0,0,0
20210402210656,3,54,26,2,0,0,0
20210402210656,4,7,22,2,0,0,0
20210402210656,5,2,22,1,0,0,0
20210402210664,1,44,18,2,0,0,0
20210402210664,2,19,22,1,0,0,0
20210402210667,1,65,18,2,0,0,0
20210402210667,2,67,20,1,0,0,0
20210402210667,3,44,22,2,0,0,0
20210402210667,4,17,23,2,0,0,0
20210402210667,5,0,30,2,0,0,0
20210402210687,1,49,18,2,0,0,0
20210402210687,2,15,22,2,0,0,0
20210402210687,3,15,22,1,0,0,0
20210402210723,1,76,18,2,0,0,0
20210402210723,2,76,20,1,0,0,0
20210402210729,1,73,18,2,0,0,0
20210402210729,2,85,20,1,60,0,0
20210402210747,1,46,18,1,0,0,0
20210402210747,2,71,20,2,0,0,0
20210402210761,1,73,18,2,0,0,0
20210402210761,2,74,20,1,0,0,0
20210402210761,3,47,22,2,0,0,0
20210402210762,1,27,18,2,0,0,0
20210402210762,2,34,20,1,0,0,0
20210402210762,3,5,22,1,0,0,0
20210402210766,1,61,19,1,0,0,0
20210402210769,1,77,18,2,0,0,0
20210402210769,2,76,20,1,0,0,0
20210402210779,1,51,18,2,0,0,0
20210402210779,2,53,20,1,0,0,0
20210402210781,1,50,18,1,0,0,0
20210402210781,2,50,20,2,0,0,0
20210402210781,4,12,22,2,0,0,0
20210402210786,1,38,18,1,0,0,0
20210402210786,2,34,20,2,0,0,0
20210402210786,3,17,22,1,0,0,0
20210402210786,4,11,22,1,0,0,0
20210402210786,5,12,22,2,0,0,0
20210402210787,1,47,18,1,0,0,0
20210402210787,2,35,20,2,0,0,0
20210402210787,3,6,22,1,0,0,0
20210402210787,4,1,22,1,0,0,0
20210402210810,1,72,18,2,0,0,0
20210402210810,2,74,20,1,0,0,0
20210402210844,1,58,19,1,0,0,0
20210402210847,1,37,18,2,0,0,0
20210402210847,2,40,20,1,0,0,0
20210402210847,3,6,22,1,0,0,0
20210402210847,4,5,22,1,0,0,0
20210402210847,5,3,22,2,0,0,0
20210402210855,1,80,18,1,0,0,0
20210402210855,2,78,20,2,0,0,0
20210402210873,1,56,18,2,0,0,0
20210402210873,2,54,20,1,0,0,0
20210402210913,1,31,19,1,0,0,0
20210402210922,1,70,18,1,0,0,0
20210402210922,2,77,25,2,0,0,0
20210402210931,1,36,18,1,0,0,0
20210402210931,2,56,20,1,0,0,0
20210402210935,1,78,19,1,0,0,0
20210402211067,1,55,18,1,0,0,0
20210402211067,2,55,20,2,0,0,0
20210402211107,1,25,18,2,0,0,0
20210402211107,2,30,20,1,0,0,0
20210402211107,3,2,22,2,0,0,0
20210402211107,4,2,22,2,0,0,0
20210402211161,1,27,18,2,0,0,0
20210402211161,2,25,21,1,0,0,0
20210402211163,1,80,18,1,0,0,0
20210402211163,2,55,20,2,0,0,0
20210402211165,1,80,19,2,0,0,0
20210402211177,1,77,18,2,0,0,0
20210402211177,2,80,20,1,0,0,0
20210402211202,1,39,18,2,0,0,0
20210402211202,2,44,20,1,0,0,0
20210402211202,3,6,22,1,0,0,0
20210402211202,4,4,22,1,0,0,0
20210402211202,6,25,25,2,0,0,0
20210402211219,1,70,19,2,0,0,0
20210402211254,1,41,18,1,0,0,0
20210402211254,2,67,24,1,0,0,0
20210402211254,3,69,24,2,0,0,0
20210402211254,4,34,20,2,0,0,0
20210402211254,5,11,26,1,0,0,0
20210402211254,6,7,26,1,0,0,0
20210402211286,1,61,19,1,0,0,0
20210402211289,1,34,18,1,0,0,0
20210402211289,2,33,20,2,0,0,0
20210402211289,3,11,22,2,0,0,0
20210402211289,4,6,22,2,0,0,0
20210402211289,5,4,22,2,0,0,0
20210402211300,1,31,18,2,0,0,0
20210402211300,2,30,20,1,0,0,0
20210402211300,3,4,22,2,0,0,0
20210402211300,4,1,22,2,0,0,0
20210402211378,1,35,18,1,0,0,0
20210402211378,2,35,20,2,0,0,0
20210402211378,3,8,22,2,0,0,0
20210402211378,4,7,22,2,0,0,0
20210402211396,1,50,18,2,0,0,0
20210402211396,2,56,20,1,0,0,0
20210402211396,3,18,22,1,0,0,0
20210402211396,4,11,22,1,0,0,0
20210402211413,1,53,18,2,0,0,0
20210402211413,2,8,22,1,0,0,0
20210402211424,1,85,19,2,60,0,0
20210402211437,1,39,18,2,0,0,0
20210402211437,2,12,22,2,0,0,0
20210402211437,3,20,22,2,0,0,0
20210402211458,1,80,19,2,0,0,0
20210402211495,1,39,18,1,0,0,0
20210402211495,2,40,20,2,0,0,0
20210402211495,3,7,22,1,0,0,0
20210402211495,4,5,22,1,0,0,0
20210402211556,1,85,19,2,60,0,0
20210402211609,1,20,18,2,0,0,0
20210402211609,2,49,24,1,0,0,0
20210402211609,3,44,24,2,0,0,0
20210402211609,4,18,25,1,0,0,0
20210402211609,5,14,25,2,0,0,0
20210402211609,6,13,25,1,0,0,0
20210402211689,1,65,19,2,0,0,0
20210402211702,1,34,19,1,0,0,0
20210402211702,2,34,21,2,0,0,0
20210402211702,3,16,22,1,0,0,0
20210402211702,4,15,22,2,0,0,0
20210402211719,1,59,18,2,0,0,0
20210402211719,2,61,20,1,0,0,0
20210402211719,3,29,22,1,0,0,0
20210402211823,1,57,18,1,0,0,0
20210402211823,2,56,20,2,0,0,0
20210402211823,3,20,22,2,0,0,0
20210402211881,1,76,19,1,0,0,0
20210402211881,2,74,20,2,0,0,0
20210402211881,3,31,23,2,0,0,0
20210402211887,1,41,18,1,0,0,0
20210402211887,2,40,20,2,0,0,0
20210402211887,3,14,22,2,0,0,0
20210402211887,4,11,22,1,0,0,0
20210402211887,5,6,22,1,0,0,0
20210402211945,1,33,18,2,0,0,0
20210402211945,2,35,20,1,0,0,0
20210402211945,3,0,22,2,0,0,0
20210402211970,1,58,19,2,0,0,0
20210402211973,1,40,19,1,0,0,0
20210402211988,1,38,18,2,0,0,0
20210402211988,2,38,20,1,0,0,0
20210402211988,3,11,22,2,0,0,0
20210402211988,4,9,22,2,0,0,0
20210402211988,5,6,22,1,0,0,0
20210402212015,1,27,19,2,0,0,0
20210402212071,1,39,18,2,0,0,0
20210402212071,2,45,20,1,0,0,0
20210402212071,3,7,22,1,0,0,0
20210402212071,4,5,22,2,0,0,0
20210402212173,1,48,18,2,0,0,0
20210402212173,2,51,20,1,0,0,0
20210402212173,3,17,22,2,0,0,0
20210402212173,4,9,22,2,0,0,0
20210402212252,1,25,18,1,0,0,0
20210402212252,2,46,24,2,0,0,0
20210402212252,3,56,24,1,0,0,0
20210402212252,4,23,25,2,0,0,0
20210402212253,1,32,18,2,0,0,0
20210402212253,2,36,20,1,0,0,0
20210402212256,1,40,18,2,0,0,0
20210402212256,2,35,20,1,0,0,0
20210402212256,3,11,22,1,0,0,0
20210402212256,4,8,22,1,0,0,0
20210402212259,1,78,18,1,0,0,0
20210402212259,2,78,20,2,0,0,0
20210402212297,1,80,19,1,0,0,0
20210402212323,1,54,18,1,0,0,0
20210402212323,2,53,20,2,0,0,0
20210402212323,3,18,22,1,0,0,0
20210402212323,4,15,22,1,0,0,0
20210402212344,1,85,18,1,60,0,0
20210402212344,2,85,20,2,60,0,0
20210402212346,1,61,18,1,0,0,0
20210402212346,2,58,20,2,0,0,0
20210402212346,3,36,22,1,0,0,0
20210402212346,4,33,25,2,0,0,0
20210403210015,1,69,18,1,0,0,0
20210403210015,2,64,20,2,0,0,0
20210403210020,1,33,18,1,0,0,0
20210403210020,2,13,22,1,0,0,0
20210403210020,3,26,21,2,0,0,0
20210403210020,4,2,30,1,0,0,0
20210403210047,1,58,19,1,0,0,0
20210403210051,1,37,19,2,0,0,0
20210403210065,1,59,19,2,0,0,0
20210403210066,1,85,19,2,60,0,0
20210403210073,1,56,18,2,0,0,0
20210403210073,2,78,24,2,0,0,0
20210403210073,3,79,28,1,0,0,0
20210403210074,1,80,18,2,0,0,0
20210403210074,2,85,20,1,60,0,0
20210403210079,1,74,18,1,0,0,0
20210403210079,2,69,20,2,0,0,0
20210403210102,1,51,19,2,0,0,0
20210403210102,2,24,22,1,0,0,0
20210403210102,3,11,22,2,0,0,0
20210403210109,1,55,19,1,0,0,0
20210403210110,1,24,19,2,0,0,0
20210403210111,1,34,18,1,0,0,0
20210403210111,2,35,20,2,0,0,0
20210403210111,4,11,22,2,0,0,0
20210403210111,5,10,22,2,0,0,0
20210403210111,6,8,22,1,0,0,0
20210403210115,1,32,18,1,0,0,0
20210403210115,2,30,20,2,0,0,0
20210403210115,3,7,22,2,0,0,0
20210403210115,4,3,22,1,0,0,0
20210403210128,1,34,18,2,0,0,0
20210403210128,2,36,20,1,0,0,0
20210403210128,3,12,22,2,0,0,0
20210403210128,4,6,22,2,0,0,0
20210403210128,5,3,22,2,0,0,0
20210403210130,1,77,18,2,0,0,0
20210403210130,2,80,20,1,0,0,0
20210403210134,1,20,18,2,0,0,0
20210403210134,2,51,24,2,0,0,0
20210403210139,1,18,18,1,0,0,0
20210403210139,2,40,24,2,0,0,0
20210403210139,3,42,24,1,0,0,0
20210403210139,4,12,25,2,0,0,0
20210403210139,5,7,25,1,0,0,0
20210403210140,1,18,18,1,0,0,0
20210403210140,2,58,24,1,0,0,0
20210403210140,3,56,24,2,0,0,0
20210403210147,1,23,18,1,0,0,0
20210403210147,2,1,22,1,0,0,0
20210403210147,3,22,21,2,0,0,0
20210403210148,1,15,18,2,0,0,0
20210403210148,2,46,24,1,0,0,0
20210403210148,3,46,24,2,0,0,0
20210403210148,4,14,25,2,0,0,0
20210403210149,1,21,18,1,0,0,0
20210403210149,2,51,24,2,0,0,0
20210403210149,3,52,24,1,0,0,0
20210403210149,4,20,25,1,0,0,0
20210403210154,1,23,18,2,0,0,0
20210403210154,2,60,24,2,0,0,0
20210403210154,3,20,25,1,0,0,0
20210403210156,1,18,18,2,0,0,0
20210403210156,2,55,24,2,0,0,0
20210403210156,3,49,24,1,0,0,0
20210403210167,1,17,18,2,0,0,0
20210403210167,2,49,24,1,0,0,0
20210403210167,3,49,24,2,0,0,0
20210403210167,4,11,25,1,0,0,0
20210403210167,5,79,26,2,0,0,0
20210403210170,1,18,18,2,0,0,0
20210403210170,2,48,24,2,0,0,0
20210403210170,3,50,24,1,0,0,0
20210403210170,4,16,25,2,0,0,0
20210403210177,1,22,18,2,0,0,0
20210403210177,2,61,24,1,0,0,0
20210403210177,3,44,24,2,0,0,0
20210403210177,4,18,25,1,0,0,0
20210403210177,5,8,25,2,0,0,0
20210403210179,1,24,18,1,0,0,0
20210403210179,2,52,24,2,0,0,0
20210403210179,3,18,25,1,0,0,0
20210403210182,1,15,18,1,0,0,0
20210403210182,2,40,24,2,0,0,0
20210403210182,3,45,24,1,0,0,0
20210403210182,4,12,25,2,0,0,0
20210403210182,5,10,25,1,0,0,0
20210403210184,1,16,18,2,0,0,0
20210403210184,2,49,24,1,0,0,0
20210403210184,3,49,24,2,0,0,0
20210403210184,4,13,25,2,0,0,0
20210403210184,5,9,25,2,0,0,0
20210403210195,1,18,18,2,0,0,0
20210403210195,2,49,24,2,0,0,0
20210403210195,3,56,24,1,0,0,0
20210403210195,4,13,25,2,0,0,0
20210403210201,1,17,18,2,0,0,0
20210403210201,2,49,24,1,0,0,0
20210403210201,3,22,25,1,0,0,0
20210403210207,1,23,19,1,0,0,0
20210403210207,2,24,28,1,0,0,0
20210403210208,1,24,18,1,0,0,0
20210403210208,2,35,24,1,0,0,0
20210403210208,3,46,24,2,0,0,0
20210403210208,4,13,25,2,0,0,0
20210403210208,5,10,25,1,0,0,0
20210403210214,1,22,18,1,0,0,0
20210403210214,2,49,24,2,0,0,0
20210403210214,3,46,24,1,0,0,0
20210403210214,4,20,25,1,0,0,0
20210403210218,1,16,18,2,0,0,0
20210403210218,2,39,24,1,0,0,0
20210403210218,3,37,24,2,0,0,0
20210403210218,4,4,25,1,0,0,0
20210403210218,5,2,25,2,0,0,0
20210403210226,1,22,19,2,0,0,0
20210403210244,1,23,18,2,0,0,0
20210403210244,2,53,24,2,0,0,0
20210403210244,3,53,24,1,0,0,0
20210403210244,4,27,25,2,0,0,0
20210403210244,5,10,26,2,0,0,0
20210403210244,6,2,26,2,0,0,0
20210403210247,1,24,18,1,0,0,0
20210403210247,2,21,20,2,0,0,0
20210403210247,3,1,22,1,0,0,0
20210403210257,1,19,18,2,0,0,0
20210403210257,2,61,24,2,0,0,0
20210403210257,3,17,25,2,0,0,0
20210403210265,1,22,19,1,0,0,0
20210403210265,2,23,21,2,0,0,0
20210403210267,1,25,19,1,0,0,0
20210403210268,1,17,18,1,0,0,0
20210403210268,2,43,24,2,0,0,0
20210403210268,3,44,24,1,0,0,0
20210403210274,1,23,18,2,0,0,0
20210403210274,2,3,22,1,0,0,0
20210403210274,3,2,22,1,0,0,0
20210403210274,4,32,21,1,0,0,0
20210403210276,1,24,19,1,0,0,0
20210403210279,1,22,18,1,0,0,0
20210403210279,2,21,20,2,0,0,0
20210403210279,3,0,22,2,0,0,0
20210403210283,1,15,18,2,0,0,0
20210403210283,2,39,24,2,0,0,0
20210403210283,3,12,25,1,0,0,0
20210403210283,4,9,25,2,0,0,0
20210403210288,1,21,18,1,0,0,0
20210403210288,2,51,24,1,0,0,0
20210403210294,1,17,18,2,0,0,0
20210403210294,2,48,24,2,0,0,0
20210403210294,3,39,24,1,0,0,0
20210403210296,1,19,18,1,0,0,0
20210403210296,2,60,24,1,0,0,0
20210403210296,3,16,25,1,0,0,0
20210403210298,1,17,18,2,0,0,0
20210403210298,3,53,24,2,0,0,0
20210403210299,1,23,18,2,0,0,0
20210403210299,2,24,21,1,0,0,0
20210403210305,1,23,18,1,0,0,0
20210403210305,2,62,24,1,0,0,0
20210403210305,3,60,24,2,0,0,0
20210403210305,4,26,25,1,0,0,0
20210403210313,1,19,18,2,0,0,0
20210403210313,2,36,24,2,0,0,0
20210403210313,3,39,24,1,0,0,0
20210403210313,4,17,25,1,0,0,0
20210403210317,1,23,19,1,0,0,0
20210403210323,1,22,19,1,0,0,0
20210403210323,2,21,30,2,0,0,0
20210403210324,1,21,18,2,0,0,0
20210403210324,2,20,21,1,0,0,0
20210403210324,3,19,28,1,0,0,0
20210403210324,4,22,28,1,0,0,0
20210403210328,1,16,18,2,0,0,0
20210403210328,2,64,24,2,0,0,0
20210403210332,1,21,18,2,0,0,0
20210403210332,2,22,21,2,0,0,0
20210403210332,3,1,22,1,0,0,0
20210403210332,4,0,27,2,0,0,0
20210403210334,1,17,18,2,0,0,0
20210403210334,2,49,24,2,0,0,0
20210403210334,3,17,25,2,0,0,0
20210403210334,4,23,25,1,0,0,0
20210403210334,5,68,26,2,0,0,0
20210403210337,1,17,18,1,0,0,0
20210403210337,2,68,26,2,0,0,0
20210403210337,3,50,24,2,0,0,0
20210403210337,5,14,25,1,0,0,0
20210403210342,1,16,18,2,0,0,0
20210403210342,2,37,24,2,0,0,0
20210403210342,3,14,25,2,0,0,0
20210403210342,4,15,26,2,0,0,0
20210403210342,5,12,26,2,0,0,0
20210403210348,1,24,18,2,0,0,0
20210403210348,2,23,20,1,0,0,0
20210403210348,3,1,22,1,0,0,0
20210403210359,1,21,18,1,0,0,0
20210403210359,2,56,24,2,0,0,0
20210403210359,3,56,24,1,0,0,0
20210403210359,4,24,25,2,0,0,0
20210403210359,5,17,25,2,0,0,0
20210403210362,1,15,18,2,0,0,0
20210403210362,2,52,24,1,0,0,0
20210403210362,3,48,24,2,0,0,0
20210403210362,4,16,25,1,0,0,0
20210403210362,5,22,25,2,0,0,0
20210403210370,1,24,18,2,0,0,0
20210403210370,2,23,30,2,0,0,0
20210403210500,1,67,18,2,0,0,0
20210403210500,2,73,20,1,0,0,0
20210403210510,1,64,18,2,0,0,0
20210403210510,2,68,20,1,0,0,0
20210403210523,1,42,18,2,0,0,0
20210403210523,2,41,20,1,0,0,0
20210403210523,3,10,22,2,0,0,0
20210403210523,4,8,22,2,0,0,0
20210403210526,1,67,19,1,0,0,0
20210403210527,1,32,19,2,0,0,0
20210403210527,2,29,25,2,0,0,0
20210403210528,1,27,18,1,0,0,0
20210403210528,2,25,20,2,0,0,0
20210403210528,3,0,22,1,0,0,0
20210403210530,1,53,18,1,0,0,0
20210403210530,2,50,20,2,0,0,0
20210403210530,3,28,22,1,0,0,0
20210403210530,4,25,22,2,0,0,0
20210403210531,1,67,19,2,0,0,0
20210403210537,1,41,18,2,0,0,0
20210403210537,2,9,22,2,0,0,0
20210403210543,1,32,18,2,0,0,0
20210403210543,2,36,20,1,0,0,0
20210403210543,3,12,22,1,0,0,0
20210403210543,4,58,26,1,0,0,0
20210403210543,5,57,26,2,0,0,0
20210403210543,6,4,22,1,0,0,0
20210403210545,1,80,18,1,0,0,0
20210403210545,2,76,20,2,0,0,0
20210403210550,1,50,18,2,0,0,0
20210403210550,2,13,22,1,0,0,0
20210403210550,3,13,22,1,0,0,0
20210403210554,1,80,19,2,0,0,0
20210403210556,1,85,19,2,60,0,0
20210403210564,1,53,19,2,0,0,0
20210403210568,1,64,19,2,0,0,0
20210403210573,1,61,18,2,0,0,0
20210403210573,2,63,20,1,0,0,0
20210403210577,1,56,19,2,0,0,0
20210403210581,1,52,19,2,0,0,0
20210403210582,1,68,18,2,0,0,0
20210403210582,2,48,28,2,0,0,0
20210403210582,3,51,28,1,0,0,0
20210403210582,4,31,28,1,0,0,0
20210403210582,5,41,28,1,0,0,0
20210403210583,1,42,18,2,0,0,0
20210403210583,2,49,20,1,0,0,0
20210403210583,3,13,22,1,0,0,0
20210403210584,1,44,18,2,0,0,0
20210403210584,2,44,20,1,0,0,0
20210403210584,3,13,22,1,0,0,0
20210403210584,4,7,22,2,0,0,0
20210403210584,5,7,22,2,0,0,0
20210403210587,1,71,18,2,0,0,0
20210403210587,2,62,20,1,0,0,0
20210403210597,1,40,18,1,0,0,0
20210403210597,2,36,20,2,0,0,0
20210403210597,3,1,22,1,0,0,0
20210403210597,5,13,40,1,0,0,0
20210403210600,1,33,18,2,0,0,0
20210403210600,2,16,22,2,0,0,0
20210403210600,3,15,22,2,0,0,0
20210403210600,4,12,22,2,0,0,0
20210403210600,5,7,22,2,0,0,0
20210403210600,6,7,22,2,0,0,0
20210403210600,7,5,22,1,0,0,0
20210403210600,8,34,21,1,0,0,0
20210403210602,1,51,18,2,0,0,0
20210403210602,2,51,20,1,0,0,0
20210403210602,3,20,22,1,0,0,0
20210403210602,4,18,22,1,0,0,0
20210403210602,5,15,22,2,0,0,0
20210403210602,6,15,22,2,0,0,0
20210403210615,1,58,19,2,0,0,0
20210403210618,1,58,18,1,0,0,0
20210403210618,2,59,20,2,0,0,0
20210403210625,1,64,18,2,0,0,0
20210403210625,2,68,20,1,0,0,0
20210403210633,1,32,18,2,0,0,0
20210403210633,2,29,25,2,0,0,0
20210403210634,1,38,18,1,0,0,0
20210403210634,2,38,20,2,0,0,0
20210403210634,3,13,22,2,0,0,0
20210403210634,4,11,22,2,0,0,0
20210403210634,5,6,22,2,0,0,0
20210403210635,1,61,18,2,0,0,0
20210403210635,2,64,20,1,0,0,0
20210403210638,1,69,18,1,0,0,0
20210403210638,2,66,20,2,0,0,0
20210403210638,3,31,22,2,0,0,0
20210403210642,1,74,19,2,0,0,0
20210403210642,2,54,22,1,0,0,0
20210403210646,1,85,18,2,60,0,0
20210403210646,2,71,26,2,0,0,0
20210403210647,1,76,19,2,0,0,0
20210403210652,1,57,18,2,0,0,0
20210403210652,2,80,24,2,0,0,0
20210403210652,3,80,24,1,0,0,0
20210403210652,4,21,22,1,0,0,0
20210403210653,1,37,18,2,0,0,0
20210403210653,2,36,20,1,0,0,0
20210403210653,3,13,22,2,0,0,0
20210403210653,4,4,22,1,0,0,0
20210403210657,1,49,18,1,0,0,0
20210403210657,2,42,20,2,0,0,0
20210403210657,3,7,22,1,0,0,0
20210403210657,4,5,22,2,0,0,0
20210403210659,1,62,18,1,0,0,0
20210403210659,2,54,21,2,0,0,0
20210403210664,1,70,18,1,0,0,0
20210403210664,2,61,20,2,0,0,0
20210403210666,1,36,18,1,0,0,0
20210403210666,2,36,20,2,0,0,0
20210403210666,3,17,22,2,0,0,0
20210403210666,4,8,22,2,0,0,0
20210403210666,5,8,22,1,0,0,0
20210403210666,6,26,26,1,0,0,0
20210403210667,1,77,19,1,0,0,0
20210403210670,1,33,18,1,0,0,0
20210403210670,2,31,20,2,0,0,0
20210403210670,3,2,22,2,0,0,0
20210403210670,4,0,22,2,0,0,0
20210403210671,1,80,19,2,0,0,0
20210403210676,1,71,19,2,0,0,0
20210403210685,1,51,18,2,0,0,0
20210403210685,2,28,22,1,0,0,0
20210403210687,1,34,18,2,0,0,0
20210403210687,3,6,22,2,0,0,0
20210403210687,4,3,22,1,0,0,0
20210403210688,1,56,18,2,0,0,0
20210403210688,2,59,20,1,0,0,0
20210403210691,1,69,19,1,0,0,0
20210403210716,1,27,18,2,0,0,0
20210403210716,2,32,20,1,0,0,0
20210403210716,3,5,22,2,0,0,0
20210403210716,4,3,22,2,0,0,0
20210403210720,1,80,19,2,0,0,0
20210403210723,1,37,18,1,0,0,0
20210403210723,2,35,20,2,0,0,0
20210403210723,3,0,22,1,0,0,0
20210403210726,1,60,18,2,0,0,0
20210403210726,2,63,20,1,0,0,0
20210403210733,1,26,19,1,0,0,0
20210403210735,1,74,18,2,0,0,0
20210403210735,2,78,20,1,0,0,0
20210403210738,1,61,18,1,0,0,0
20210403210738,2,72,28,1,0,0,0
20210403210739,1,39,18,1,0,0,0
20210403210739,2,37,20,2,0,0,0
20210403210739,4,13,22,2,0,0,0
20210403210739,5,8,22,2,0,0,0
20210403210739,6,6,22,2,0,0,0
20210403210740,1,57,19,2,0,0,0
20210403210742,1,32,18,1,0,0,0
20210403210742,2,31,20,2,0,0,0
20210403210745,1,80,18,2,0,0,0
20210403210745,2,80,20,1,0,0,0
20210403210747,1,80,19,2,0,0,0
20210403210755,1,68,19,2,0,0,0
20210403210755,2,74,21,1,0,0,0
20210403210758,1,60,18,1,0,0,0
20210403210758,2,65,25,2,0,0,0
20210403210760,1,41,18,1,0,0,0
20210403210760,2,40,20,2,0,0,0
20210403210762,1,41,19,1,0,0,0
20210403210765,1,85,18,2,60,0,0
20210403210765,2,85,20,1,60,0,0
20210403210769,1,74,19,2,0,0,0
20210403210772,1,51,18,2,0,0,0
20210403210772,2,53,20,1,0,0,0
20210403210772,3,18,22,2,0,0,0
20210403210772,4,15,22,1,0,0,0
20210403210784,1,60,18,1,0,0,0
20210403210784,2,58,20,2,0,0,0
20210403210784,3,16,22,2,0,0,0
20210403210786,1,63,18,2,0,0,0
20210403210786,2,64,20,1,0,0,0
20210403210787,1,45,18,1,0,0,0
20210403210787,2,49,20,2,0,0,0
20210403210787,3,21,22,1,0,0,0
20210403210787,4,19,22,2,0,0,0
20210403210793,1,39,19,2,0,0,0
20210403210795,1,78,18,2,0,0,0
20210403210795,2,53,22,1,0,0,0
20210403210795,3,12,23,2,0,0,0
20210403210795,4,10,23,1,0,0,0
20210403210795,5,9,23,2,0,0,0
20210403210808,1,55,18,2,0,0,0
20210403210808,2,63,20,1,0,0,0
20210403210810,1,80,19,1,0,0,0
20210403210810,2,76,20,2,0,0,0
20210403210811,1,76,18,2,0,0,0
20210403210811,2,77,20,1,0,0,0
20210403210813,1,80,19,2,0,0,0
20210403210817,1,66,18,2,0,0,0
20210403210817,2,62,20,1,0,0,0
20210403210817,3,16,26,1,0,0,0
20210403210832,1,44,18,1,0,0,0
